Transaction time,opening,highest,lowest,current,amount
20201117090027_,17605,17605,17605,17605,392184
20201117090027_,17610,17610,17610,17610,200
20201117090027_,17610,17610,17610,17610,3881
20201117090027_,17610,17610,17610,17610,50
20201117090028_,17615,17615,17615,17615,5
20201117090028_,17610,17610,17610,17610,2
20201117090028_,17610,17610,17610,17610,599
20201117090028_,17615,17615,17615,17615,50
20201117090028_,17615,17615,17615,17615,1754
20201117090029_,17615,17615,17615,17615,79
20201117090029_,17615,17615,17615,17615,100
20201117090029_,17610,17610,17610,17610,27
20201117090029_,17615,17615,17615,17615,252
20201117090030_,17615,17615,17615,17615,3132
20201117090030_,17615,17615,17615,17615,121
20201117090030_,17620,17620,17620,17620,1166
20201117090030_,17620,17620,17620,17620,13324
20201117090030_,17620,17620,17620,17620,56
20201117090030_,17620,17620,17620,17620,1
20201117090030_,17615,17615,17615,17615,60
20201117090030_,17620,17620,17620,17620,1
20201117090030_,17620,17620,17620,17620,8659
20201117090030_,17615,17615,17615,17615,1250
20201117090030_,17615,17615,17615,17615,200
20201117090031_,17620,17620,17620,17620,1
20201117090031_,17615,17615,17615,17615,1
20201117090031_,17615,17615,17615,17615,5
20201117090031_,17620,17620,17620,17620,1
20201117090031_,17615,17615,17615,17615,1
20201117090031_,17620,17620,17620,17620,1
20201117090031_,17620,17620,17620,17620,1
20201117090032_,17620,17620,17620,17620,1
20201117090032_,17620,17620,17620,17620,3
20201117090032_,17615,17615,17615,17615,1
20201117090032_,17620,17620,17620,17620,1
20201117090032_,17615,17615,17615,17615,17
20201117090032_,17620,17620,17620,17620,70
20201117090032_,17615,17615,17615,17615,25
20201117090032_,17620,17620,17620,17620,51
20201117090032_,17625,17625,17625,17625,5143
20201117090032_,17625,17625,17625,17625,1
20201117090033_,17625,17625,17625,17625,20
20201117090033_,17625,17625,17625,17625,4367
20201117090033_,17625,17625,17625,17625,1529
20201117090033_,17630,17630,17630,17630,1
20201117090033_,17625,17625,17625,17625,25
20201117090033_,17630,17630,17630,17630,100
20201117090033_,17625,17625,17625,17625,140
20201117090033_,17630,17630,17630,17630,500
20201117090033_,17625,17625,17625,17625,11
20201117090033_,17625,17625,17625,17625,64
