Transaction time,opening,highest,lowest,current,amount
20201118090015_,17555,17555,17555,17555,181675
20201118090015_,17550,17550,17550,17550,8968
20201118090015_,17555,17555,17555,17555,100
20201118090015_,17550,17550,17550,17550,7220
20201118090015_,17550,17550,17550,17550,6768
20201118090015_,17545,17545,17545,17545,455
20201118090015_,17550,17550,17550,17550,1
20201118090015_,17545,17545,17545,17545,10
20201118090015_,17540,17540,17540,17540,12990
20201118090015_,17540,17540,17540,17540,18288
20201118090015_,17540,17540,17540,17540,9035
20201118090015_,17540,17540,17540,17540,1
20201118090015_,17535,17535,17535,17535,41
20201118090015_,17535,17535,17535,17535,13000
20201118090015_,17540,17540,17540,17540,1
20201118090015_,17535,17535,17535,17535,7391
20201118090015_,17530,17530,17530,17530,1035
20201118090015_,17535,17535,17535,17535,57
20201118090015_,17535,17535,17535,17535,10
20201118090015_,17535,17535,17535,17535,1
20201118090015_,17535,17535,17535,17535,1
20201118090015_,17535,17535,17535,17535,1
20201118090015_,17535,17535,17535,17535,57
20201118090016_,17530,17530,17530,17530,19659
20201118090016_,17530,17530,17530,17530,196
20201118090016_,17530,17530,17530,17530,50
20201118090016_,17530,17530,17530,17530,250
20201118090016_,17525,17525,17525,17525,13000
20201118090016_,17525,17525,17525,17525,1
20201118090016_,17530,17530,17530,17530,1083
20201118090016_,17525,17525,17525,17525,585
20201118090017_,17525,17525,17525,17525,3
20201118090017_,17520,17520,17520,17520,1176
20201118090017_,17520,17520,17520,17520,10054
20201118090017_,17520,17520,17520,17520,2946
20201118090018_,17520,17520,17520,17520,111
20201118090018_,17515,17515,17515,17515,864
20201118090018_,17515,17515,17515,17515,4
20201118090019_,17515,17515,17515,17515,12996
20201118090019_,17520,17520,17520,17520,12889
20201118090019_,17520,17520,17520,17520,1
20201118090019_,17525,17525,17525,17525,90
20201118090019_,17520,17520,17520,17520,11
20201118090020_,17515,17515,17515,17515,10
20201118090020_,17520,17520,17520,17520,5
20201118090020_,17520,17520,17520,17520,1
20201118090020_,17525,17525,17525,17525,10
20201118090021_,17525,17525,17525,17525,100
20201118090021_,17520,17520,17520,17520,20
20201118090021_,17525,17525,17525,17525,1
20201118090021_,17520,17520,17520,17520,1
20201118090022_,17520,17520,17520,17520,614
20201118090023_,17520,17520,17520,17520,1000
20201118090023_,17520,17520,17520,17520,500
20201118090023_,17520,17520,17520,17520,11510
20201118090023_,17520,17520,17520,17520,10942
20201118090023_,17525,17525,17525,17525,100
20201118090023_,17525,17525,17525,17525,11
20201118090023_,17530,17530,17530,17530,1
20201118090024_,17530,17530,17530,17530,250
20201118090024_,17530,17530,17530,17530,500
20201118090024_,17530,17530,17530,17530,100
20201118090025_,17530,17530,17530,17530,2
20201118090026_,17530,17530,17530,17530,2
20201118090026_,17530,17530,17530,17530,75
