Transaction time,opening,highest,lowest,current,amount
20201112090005_,16610,16610,16610,16610,205405
20201112090005_,16615,16615,16615,16615,6689
20201112090005_,16615,16615,16615,16615,1
20201112090005_,16620,16620,16620,16620,19
20201112090005_,16610,16610,16610,16610,8
20201112090006_,16615,16615,16615,16615,1
20201112090006_,16610,16610,16610,16610,300
20201112090006_,16615,16615,16615,16615,465
20201112090006_,16610,16610,16610,16610,613
20201112090006_,16605,16605,16605,16605,1
20201112090006_,16605,16605,16605,16605,500
20201112090006_,16605,16605,16605,16605,336
20201112090006_,16605,16605,16605,16605,2
20201112090006_,16605,16605,16605,16605,51
20201112090006_,16605,16605,16605,16605,12817
20201112090006_,16600,16600,16600,16600,602
20201112090006_,16610,16610,16610,16610,1
20201112090006_,16605,16605,16605,16605,1
20201112090006_,16600,16600,16600,16600,100
20201112090006_,16600,16600,16600,16600,500
20201112090006_,16605,16605,16605,16605,12800
20201112090007_,16605,16605,16605,16605,123
20201112090007_,16610,16610,16610,16610,100
20201112090007_,16605,16605,16605,16605,12800
20201112090007_,16600,16600,16600,16600,30
20201112090007_,16605,16605,16605,16605,7200
20201112090007_,16610,16610,16610,16610,1
20201112090007_,16605,16605,16605,16605,5600
20201112090007_,16605,16605,16605,16605,1
20201112090007_,16605,16605,16605,16605,12800
20201112090007_,16610,16610,16610,16610,50
20201112090007_,16600,16600,16600,16600,20902
20201112090008_,16600,16600,16600,16600,48
20201112090008_,16600,16600,16600,16600,10
20201112090008_,16600,16600,16600,16600,1
20201112090008_,16600,16600,16600,16600,1
20201112090008_,16600,16600,16600,16600,10
20201112090009_,16595,16595,16595,16595,2
20201112090009_,16600,16600,16600,16600,12800
20201112090009_,16600,16600,16600,16600,1000
20201112090009_,16600,16600,16600,16600,300
20201112090009_,16600,16600,16600,16600,6
20201112090010_,16595,16595,16595,16595,10633
20201112090010_,16600,16600,16600,16600,3
20201112090010_,16590,16590,16590,16590,14123
20201112090010_,16590,16590,16590,16590,50
20201112090010_,16585,16585,16585,16585,1458
20201112090014_,16580,16580,16580,16580,923
20201112090014_,16575,16575,16575,16575,320
20201112090014_,16575,16575,16575,16575,12800
20201112090014_,16580,16580,16580,16580,1
20201112090014_,16580,16580,16580,16580,68
20201112090014_,16575,16575,16575,16575,27331
20201112090014_,16580,16580,16580,16580,68
20201112090014_,16580,16580,16580,16580,1
20201112090014_,16580,16580,16580,16580,1000
20201112090014_,16570,16570,16570,16570,2
20201112090014_,16580,16580,16580,16580,10
20201112090014_,16580,16580,16580,16580,1
20201112090014_,16580,16580,16580,16580,624
20201112090014_,16580,16580,16580,16580,20
20201112090014_,16580,16580,16580,16580,10
20201112090014_,16580,16580,16580,16580,10
20201112090014_,16580,16580,16580,16580,10
20201112090014_,16580,16580,16580,16580,10
20201112090014_,16580,16580,16580,16580,5
20201112090014_,16580,16580,16580,16580,1
20201112090015_,16580,16580,16580,16580,10
20201112090015_,16575,16575,16575,16575,2
20201112090015_,16575,16575,16575,16575,12810
20201112090015_,16575,16575,16575,16575,1
20201112090015_,16575,16575,16575,16575,68
20201112090016_,16570,16570,16570,16570,59
20201112090016_,16575,16575,16575,16575,100
20201112090016_,16570,16570,16570,16570,6
20201112090016_,16575,16575,16575,16575,100
20201112090016_,16570,16570,16570,16570,2
20201112090016_,16575,16575,16575,16575,1
20201112090017_,16575,16575,16575,16575,1
20201112090017_,16575,16575,16575,16575,3
20201112090017_,16575,16575,16575,16575,20
20201112090017_,16575,16575,16575,16575,1
20201112090017_,16570,16570,16570,16570,51
20201112090018_,16575,16575,16575,16575,65
20201112090018_,16575,16575,16575,16575,12866
20201112090018_,16570,16570,16570,16570,50
20201112090019_,16575,16575,16575,16575,3
20201112090019_,16575,16575,16575,16575,300
20201112090019_,16575,16575,16575,16575,10
20201112090019_,16570,16570,16570,16570,2
20201112090020_,16570,16570,16570,16570,979
20201112090020_,16570,16570,16570,16570,2000
20201112090020_,16575,16575,16575,16575,300
20201112090020_,16575,16575,16575,16575,10
20201112090020_,16575,16575,16575,16575,5
20201112090020_,16575,16575,16575,16575,1
20201112090020_,16575,16575,16575,16575,30
20201112090020_,16580,16580,16580,16580,1
20201112090020_,16575,16575,16575,16575,97
20201112090020_,16570,16570,16570,16570,2004
20201112090021_,16570,16570,16570,16570,10
20201112090021_,16570,16570,16570,16570,500
20201112090021_,16570,16570,16570,16570,10
20201112090021_,16570,16570,16570,16570,5
20201112090021_,16570,16570,16570,16570,1
20201112090021_,16570,16570,16570,16570,550
20201112090021_,16570,16570,16570,16570,10
20201112090021_,16565,16565,16565,16565,1367
20201112090022_,16565,16565,16565,16565,100
20201112090022_,16565,16565,16565,16565,5
20201112090022_,16565,16565,16565,16565,60
20201112090022_,16565,16565,16565,16565,2
20201112090022_,16565,16565,16565,16565,100
20201112090022_,16565,16565,16565,16565,100
20201112090022_,16565,16565,16565,16565,3
20201112090022_,16565,16565,16565,16565,5
20201112090022_,16565,16565,16565,16565,25
20201112090022_,16565,16565,16565,16565,20
20201112090022_,16565,16565,16565,16565,405
20201112090022_,16565,16565,16565,16565,60
20201112090022_,16565,16565,16565,16565,61
20201112090022_,16565,16565,16565,16565,1
20201112090022_,16565,16565,16565,16565,30
20201112090022_,16565,16565,16565,16565,1
20201112090022_,16565,16565,16565,16565,1
20201112090022_,16560,16560,16560,16560,2462
20201112090022_,16565,16565,16565,16565,300
20201112090022_,16565,16565,16565,16565,5
20201112090022_,16560,16560,16560,16560,2685
20201112090023_,16560,16560,16560,16560,2
20201112090023_,16565,16565,16565,16565,10
20201112090023_,16560,16560,16560,16560,1
20201112090023_,16560,16560,16560,16560,68
20201112090023_,16560,16560,16560,16560,594
20201112090023_,16560,16560,16560,16560,5
20201112090023_,16560,16560,16560,16560,1
20201112090023_,16560,16560,16560,16560,25
20201112090023_,16560,16560,16560,16560,12800
20201112090024_,16555,16555,16555,16555,765
20201112090024_,16560,16560,16560,16560,1
20201112090024_,16560,16560,16560,16560,3
20201112090024_,16560,16560,16560,16560,20
20201112090024_,16565,16565,16565,16565,10
20201112090024_,16560,16560,16560,16560,1000
20201112090024_,16555,16555,16555,16555,12868
20201112090024_,16560,16560,16560,16560,10
20201112090025_,16555,16555,16555,16555,1
20201112090025_,16555,16555,16555,16555,1
20201112090025_,16555,16555,16555,16555,77
20201112090025_,16560,16560,16560,16560,6
20201112090025_,16555,16555,16555,16555,1
20201112090025_,16555,16555,16555,16555,20
20201112090025_,16555,16555,16555,16555,1
20201112090025_,16555,16555,16555,16555,1
20201112090026_,16560,16560,16560,16560,10
20201112090026_,16555,16555,16555,16555,12800
20201112090026_,16555,16555,16555,16555,50
20201112090027_,16550,16550,16550,16550,2
20201112090027_,16555,16555,16555,16555,200
20201112090027_,16555,16555,16555,16555,5
20201112090027_,16550,16550,16550,16550,50
20201112090027_,16550,16550,16550,16550,200
20201112090027_,16555,16555,16555,16555,20
20201112090028_,16555,16555,16555,16555,50
20201112090028_,16555,16555,16555,16555,20
20201112090028_,16555,16555,16555,16555,1100
20201112090028_,16555,16555,16555,16555,17
20201112090028_,16555,16555,16555,16555,5
20201112090028_,16550,16550,16550,16550,6368
20201112090028_,16560,16560,16560,16560,1
20201112090028_,16550,16550,16550,16550,63
20201112090028_,16560,16560,16560,16560,10
20201112090029_,16550,16550,16550,16550,50
20201112090029_,16555,16555,16555,16555,200
20201112090029_,16550,16550,16550,16550,5
20201112090029_,16550,16550,16550,16550,4
20201112090029_,16555,16555,16555,16555,3
20201112090029_,16555,16555,16555,16555,5
20201112090029_,16550,16550,16550,16550,100
20201112090029_,16555,16555,16555,16555,10
20201112090030_,16550,16550,16550,16550,122
20201112090030_,16555,16555,16555,16555,100
20201112090030_,16550,16550,16550,16550,7580
20201112090030_,16555,16555,16555,16555,300
20201112090030_,16550,16550,16550,16550,794
20201112090030_,16550,16550,16550,16550,1
20201112090030_,16550,16550,16550,16550,310
20201112090030_,16555,16555,16555,16555,8054
20201112090030_,16560,16560,16560,16560,10
20201112090031_,16555,16555,16555,16555,1
20201112090031_,16555,16555,16555,16555,10
20201112090031_,16555,16555,16555,16555,50
20201112090031_,16550,16550,16550,16550,100
20201112090031_,16550,16550,16550,16550,21
20201112090031_,16555,16555,16555,16555,602
20201112090031_,16555,16555,16555,16555,1
20201112090031_,16550,16550,16550,16550,200
20201112090031_,16555,16555,16555,16555,500
20201112090032_,16555,16555,16555,16555,1
20201112090032_,16560,16560,16560,16560,99
20201112090032_,16560,16560,16560,16560,1000
20201112090032_,16550,16550,16550,16550,100
20201112090032_,16555,16555,16555,16555,100
20201112090032_,16555,16555,16555,16555,11536
20201112090032_,16555,16555,16555,16555,12800
20201112090032_,16555,16555,16555,16555,1870
20201112090032_,16555,16555,16555,16555,12800
20201112090032_,16560,16560,16560,16560,50
20201112090033_,16555,16555,16555,16555,2500
20201112090033_,16555,16555,16555,16555,4286
20201112090033_,16555,16555,16555,16555,2016
20201112090033_,16560,16560,16560,16560,152
20201112090033_,16555,16555,16555,16555,301
20201112090033_,16555,16555,16555,16555,500
20201112090033_,16560,16560,16560,16560,10
20201112090033_,16555,16555,16555,16555,1391
20201112090033_,16555,16555,16555,16555,3
20201112090033_,16555,16555,16555,16555,30
20201112090034_,16550,16550,16550,16550,2775
20201112090034_,16555,16555,16555,16555,3
20201112090034_,16555,16555,16555,16555,50
20201112090034_,16555,16555,16555,16555,10
20201112090034_,16555,16555,16555,16555,200
20201112090034_,16555,16555,16555,16555,1
20201112090034_,16555,16555,16555,16555,2
20201112090034_,16560,16560,16560,16560,3
20201112090034_,16560,16560,16560,16560,1
20201112090034_,16550,16550,16550,16550,200
20201112090035_,16560,16560,16560,16560,100
20201112090035_,16555,16555,16555,16555,1374
20201112090035_,16550,16550,16550,16550,6573
20201112090035_,16555,16555,16555,16555,100
20201112090035_,16550,16550,16550,16550,1350
20201112090035_,16555,16555,16555,16555,50
20201112090035_,16555,16555,16555,16555,10
20201112090035_,16550,16550,16550,16550,311
20201112090035_,16555,16555,16555,16555,12344
20201112090035_,16555,16555,16555,16555,12800
20201112090035_,16555,16555,16555,16555,12800
20201112090035_,16555,16555,16555,16555,12056
20201112090035_,16560,16560,16560,16560,5
20201112090036_,16560,16560,16560,16560,200
20201112090036_,16555,16555,16555,16555,100
20201112090036_,16550,16550,16550,16550,49
20201112090036_,16550,16550,16550,16550,200
20201112090036_,16555,16555,16555,16555,1
20201112090036_,16560,16560,16560,16560,5
20201112090037_,16555,16555,16555,16555,187
20201112090037_,16560,16560,16560,16560,5
20201112090037_,16560,16560,16560,16560,3014
20201112090037_,16565,16565,16565,16565,100
20201112090038_,16560,16560,16560,16560,2
20201112090038_,16560,16560,16560,16560,2
20201112090038_,16560,16560,16560,16560,1
20201112090038_,16560,16560,16560,16560,797
20201112090038_,16565,16565,16565,16565,3000
20201112090038_,16560,16560,16560,16560,1000
20201112090038_,16565,16565,16565,16565,100
20201112090038_,16560,16560,16560,16560,28
20201112090039_,16560,16560,16560,16560,500
20201112090039_,16560,16560,16560,16560,1
20201112090040_,16560,16560,16560,16560,20
20201112090040_,16565,16565,16565,16565,200
20201112090040_,16560,16560,16560,16560,695
20201112090040_,16565,16565,16565,16565,1
20201112090040_,16565,16565,16565,16565,1
20201112090040_,16565,16565,16565,16565,2
20201112090040_,16570,16570,16570,16570,92
20201112090041_,16570,16570,16570,16570,1
20201112090041_,16570,16570,16570,16570,50
20201112090042_,16570,16570,16570,16570,25
20201112090042_,16565,16565,16565,16565,3955
20201112090042_,16570,16570,16570,16570,12800
20201112090042_,16575,16575,16575,16575,1
20201112090042_,16570,16570,16570,16570,2
20201112090042_,16570,16570,16570,16570,358
20201112090042_,16575,16575,16575,16575,25
20201112090042_,16570,16570,16570,16570,124
20201112090042_,16570,16570,16570,16570,80
20201112090042_,16570,16570,16570,16570,12
20201112090042_,16570,16570,16570,16570,9
20201112090042_,16570,16570,16570,16570,126
20201112090042_,16570,16570,16570,16570,49
20201112090042_,16570,16570,16570,16570,3
20201112090042_,16570,16570,16570,16570,11
20201112090042_,16570,16570,16570,16570,211
20201112090042_,16570,16570,16570,16570,2
20201112090042_,16570,16570,16570,16570,123
20201112090042_,16570,16570,16570,16570,24
20201112090042_,16570,16570,16570,16570,73
20201112090042_,16570,16570,16570,16570,111
20201112090042_,16575,16575,16575,16575,300
20201112090042_,16570,16570,16570,16570,65
20201112090042_,16570,16570,16570,16570,30
20201112090042_,16570,16570,16570,16570,6
20201112090042_,16570,16570,16570,16570,34
20201112090042_,16570,16570,16570,16570,134
20201112090042_,16570,16570,16570,16570,2
20201112090042_,16570,16570,16570,16570,54
20201112090042_,16570,16570,16570,16570,28
20201112090042_,16570,16570,16570,16570,56
20201112090042_,16570,16570,16570,16570,43
20201112090042_,16570,16570,16570,16570,1285
20201112090042_,16570,16570,16570,16570,2
20201112090042_,16570,16570,16570,16570,1
20201112090042_,16570,16570,16570,16570,1
20201112090042_,16570,16570,16570,16570,1
20201112090042_,16570,16570,16570,16570,3
20201112090043_,16575,16575,16575,16575,51
20201112090043_,16580,16580,16580,16580,3
20201112090043_,16575,16575,16575,16575,300
20201112090043_,16575,16575,16575,16575,100
20201112090043_,16575,16575,16575,16575,50
20201112090043_,16580,16580,16580,16580,191
20201112090044_,16585,16585,16585,16585,1
20201112090044_,16585,16585,16585,16585,1
20201112090044_,16585,16585,16585,16585,68
20201112090044_,16590,16590,16590,16590,1
20201112090045_,16590,16590,16590,16590,198
20201112090045_,16585,16585,16585,16585,68
20201112090045_,16585,16585,16585,16585,1
20201112090045_,16590,16590,16590,16590,1
20201112090045_,16590,16590,16590,16590,1000
20201112090045_,16585,16585,16585,16585,2476
20201112090045_,16590,16590,16590,16590,10
20201112090045_,16580,16580,16580,16580,1
20201112090045_,16590,16590,16590,16590,10
20201112090045_,16585,16585,16585,16585,1551
20201112090045_,16585,16585,16585,16585,2470
20201112090045_,16580,16580,16580,16580,2
20201112090045_,16585,16585,16585,16585,36
20201112090046_,16585,16585,16585,16585,2
20201112090046_,16590,16590,16590,16590,2470
20201112090046_,16590,16590,16590,16590,50
20201112090046_,16590,16590,16590,16590,2470
20201112090046_,16595,16595,16595,16595,1000
20201112090046_,16595,16595,16595,16595,1
20201112090046_,16590,16590,16590,16590,943
20201112090046_,16595,16595,16595,16595,200
20201112090046_,16590,16590,16590,16590,100
20201112090047_,16595,16595,16595,16595,200
20201112090047_,16595,16595,16595,16595,5000
