Transaction time,opening,highest,lowest,current,amount
20201113090023_,16360,16360,16360,16360,161678
20201113090023_,16360,16360,16360,16360,12600
20201113090023_,16360,16360,16360,16360,736
20201113090023_,16360,16360,16360,16360,200
20201113090023_,16355,16355,16355,16355,2858
20201113090023_,16360,16360,16360,16360,1
20201113090023_,16360,16360,16360,16360,30
20201113090023_,16360,16360,16360,16360,30
20201113090023_,16360,16360,16360,16360,100
20201113090023_,16360,16360,16360,16360,2
20201113090023_,16355,16355,16355,16355,1
20201113090023_,16350,16350,16350,16350,1
20201113090023_,16355,16355,16355,16355,1
20201113090023_,16355,16355,16355,16355,1
20201113090023_,16350,16350,16350,16350,1208
20201113090023_,16355,16355,16355,16355,2
20201113090023_,16355,16355,16355,16355,1
20201113090023_,16350,16350,16350,16350,300
20201113090023_,16350,16350,16350,16350,300
20201113090023_,16355,16355,16355,16355,1
20201113090023_,16355,16355,16355,16355,100
20201113090023_,16350,16350,16350,16350,21575
20201113090023_,16345,16345,16345,16345,50
20201113090023_,16350,16350,16350,16350,100
20201113090023_,16350,16350,16350,16350,123
20201113090023_,16350,16350,16350,16350,50
20201113090023_,16350,16350,16350,16350,77
20201113090023_,16355,16355,16355,16355,62
20201113090024_,16350,16350,16350,16350,1641
20201113090024_,16355,16355,16355,16355,40
20201113090024_,16355,16355,16355,16355,50
20201113090025_,16355,16355,16355,16355,6
20201113090025_,16350,16350,16350,16350,29
20201113090025_,16355,16355,16355,16355,342
20201113090025_,16360,16360,16360,16360,328
20201113090025_,16360,16360,16360,16360,1
20201113090025_,16360,16360,16360,16360,10
20201113090025_,16360,16360,16360,16360,1
20201113090025_,16355,16355,16355,16355,100
20201113090026_,16360,16360,16360,16360,4904
20201113090026_,16365,16365,16365,16365,350
20201113090026_,16360,16360,16360,16360,7696
20201113090026_,16355,16355,16355,16355,351
20201113090026_,16360,16360,16360,16360,10
20201113090027_,16355,16355,16355,16355,122
20201113090027_,16360,16360,16360,16360,128
20201113090027_,16350,16350,16350,16350,5500
20201113090027_,16350,16350,16350,16350,172
20201113090027_,16360,16360,16360,16360,1047
20201113090027_,16355,16355,16355,16355,1
20201113090027_,16360,16360,16360,16360,50
20201113090028_,16355,16355,16355,16355,3153
20201113090028_,16365,16365,16365,16365,200
20201113090028_,16365,16365,16365,16365,6
20201113090028_,16370,16370,16370,16370,13
20201113090028_,16370,16370,16370,16370,2
20201113090028_,16370,16370,16370,16370,125
20201113090028_,16370,16370,16370,16370,1502
20201113090028_,16370,16370,16370,16370,11098
20201113090028_,16370,16370,16370,16370,459
20201113090028_,16375,16375,16375,16375,3000
20201113090028_,16370,16370,16370,16370,150
20201113090028_,16375,16375,16375,16375,2
20201113090029_,16375,16375,16375,16375,49
20201113090029_,16380,16380,16380,16380,251
20201113090029_,16385,16385,16385,16385,2
20201113090029_,16385,16385,16385,16385,2
20201113090029_,16380,16380,16380,16380,12600
20201113090029_,16385,16385,16385,16385,20
