Transaction time,opening,highest,lowest,current,amount
20201029090020_,14545,14545,14545,14545,558676
20201029090020_,14545,14545,14545,14545,50
20201029090020_,14540,14540,14540,14540,17412
20201029090020_,14535,14535,14535,14535,2588
20201029090020_,14545,14545,14545,14545,2
20201029090020_,14540,14540,14540,14540,5
20201029090020_,14535,14535,14535,14535,3829
20201029090020_,14530,14530,14530,14530,13396
20201029090020_,14545,14545,14545,14545,3
20201029090020_,14540,14540,14540,14540,20
20201029090020_,14540,14540,14540,14540,30
20201029090020_,14535,14535,14535,14535,40
20201029090020_,14540,14540,14540,14540,100
20201029090020_,14535,14535,14535,14535,234
20201029090020_,14540,14540,14540,14540,9
20201029090020_,14540,14540,14540,14540,30
20201029090020_,14540,14540,14540,14540,9
20201029090020_,14540,14540,14540,14540,30
20201029090020_,14535,14535,14535,14535,6178
20201029090020_,14540,14540,14540,14540,50
20201029090020_,14540,14540,14540,14540,25
20201029090020_,14540,14540,14540,14540,6
20201029090020_,14540,14540,14540,14540,4
20201029090020_,14540,14540,14540,14540,1
20201029090020_,14540,14540,14540,14540,20
20201029090020_,14540,14540,14540,14540,872
20201029090020_,14540,14540,14540,14540,20
20201029090020_,14540,14540,14540,14540,20
20201029090020_,14540,14540,14540,14540,30
20201029090020_,14540,14540,14540,14540,694
20201029090020_,14540,14540,14540,14540,800
20201029090020_,14535,14535,14535,14535,21
20201029090020_,14540,14540,14540,14540,10
20201029090020_,14540,14540,14540,14540,10
20201029090020_,14540,14540,14540,14540,770
20201029090020_,14540,14540,14540,14540,50
20201029090020_,14540,14540,14540,14540,100
20201029090021_,14540,14540,14540,14540,687
20201029090021_,14540,14540,14540,14540,2
20201029090021_,14540,14540,14540,14540,50
20201029090021_,14540,14540,14540,14540,1000
20201029090021_,14540,14540,14540,14540,13253
20201029090021_,14545,14545,14545,14545,1523
20201029090021_,14545,14545,14545,14545,1
20201029090021_,14545,14545,14545,14545,44
20201029090021_,14545,14545,14545,14545,873
20201029090021_,14545,14545,14545,14545,50
20201029090021_,14535,14535,14535,14535,50
20201029090021_,14545,14545,14545,14545,7
20201029090021_,14545,14545,14545,14545,3
20201029090021_,14535,14535,14535,14535,1000
20201029090021_,14545,14545,14545,14545,50
20201029090021_,14545,14545,14545,14545,50
20201029090021_,14545,14545,14545,14545,100
20201029090021_,14545,14545,14545,14545,100
20201029090022_,14545,14545,14545,14545,100
20201029090022_,14545,14545,14545,14545,137
20201029090022_,14545,14545,14545,14545,3000
20201029090022_,14545,14545,14545,14545,200
20201029090022_,14545,14545,14545,14545,3
20201029090022_,14535,14535,14535,14535,1
20201029090022_,14545,14545,14545,14545,100
20201029090022_,14545,14545,14545,14545,33
20201029090022_,14540,14540,14540,14540,68
20201029090022_,14545,14545,14545,14545,200
20201029090023_,14550,14550,14550,14550,2
20201029090023_,14545,14545,14545,14545,20
20201029090023_,14550,14550,14550,14550,1
20201029090023_,14545,14545,14545,14545,480
20201029090023_,14540,14540,14540,14540,75
20201029090023_,14550,14550,14550,14550,10
20201029090023_,14550,14550,14550,14550,2
20201029090023_,14550,14550,14550,14550,33
20201029090023_,14545,14545,14545,14545,100
20201029090023_,14540,14540,14540,14540,50
20201029090023_,14550,14550,14550,14550,6
20201029090023_,14545,14545,14545,14545,5
20201029090024_,14545,14545,14545,14545,300
20201029090024_,14545,14545,14545,14545,200
20201029090024_,14540,14540,14540,14540,68
20201029090024_,14545,14545,14545,14545,140
20201029090024_,14545,14545,14545,14545,102
20201029090024_,14545,14545,14545,14545,30
20201029090024_,14545,14545,14545,14545,100
20201029090024_,14545,14545,14545,14545,1
20201029090024_,14545,14545,14545,14545,14527
20201029090024_,14550,14550,14550,14550,50
20201029090024_,14550,14550,14550,14550,1
20201029090024_,14550,14550,14550,14550,200
20201029090024_,14550,14550,14550,14550,1
20201029090024_,14550,14550,14550,14550,192
20201029090024_,14550,14550,14550,14550,1
20201029090024_,14550,14550,14550,14550,30
20201029090025_,14550,14550,14550,14550,50
20201029090025_,14550,14550,14550,14550,5
20201029090025_,14550,14550,14550,14550,1
20201029090025_,14545,14545,14545,14545,67
20201029090025_,14550,14550,14550,14550,5073
20201029090025_,14550,14550,14550,14550,33
20201029090025_,14550,14550,14550,14550,34
20201029090025_,14550,14550,14550,14550,1000
20201029090025_,14550,14550,14550,14550,30
20201029090025_,14550,14550,14550,14550,11563
20201029090025_,14550,14550,14550,14550,3
20201029090025_,14550,14550,14550,14550,14897
20201029090025_,14555,14555,14555,14555,5
20201029090025_,14550,14550,14550,14550,200
20201029090025_,14550,14550,14550,14550,14701
20201029090025_,14555,14555,14555,14555,200
20201029090026_,14555,14555,14555,14555,34
20201029090026_,14550,14550,14550,14550,76
20201029090026_,14550,14550,14550,14550,4000
20201029090026_,14550,14550,14550,14550,30
20201029090026_,14545,14545,14545,14545,67
