Time,Open,High,Low,Close,Volume
20201202090011,3165,3165,3165,3165,864862
20201202090011,3170,3170,3170,3170,336490
20201202090011,3165,3165,3165,3165,89
20201202090011,3165,3165,3165,3165,89
20201202090011,3165,3165,3165,3165,300
20201202090011,3165,3165,3165,3165,89
20201202090011,3170,3170,3170,3170,17
20201202090011,3170,3170,3170,3170,86
20201202090011,3170,3170,3170,3170,27
20201202090011,3175,3175,3175,3175,30
20201202090011,3170,3170,3170,3170,8035
20201202090011,3170,3170,3170,3170,1
20201202090011,3170,3170,3170,3170,50000
20201202090011,3170,3170,3170,3170,4440
20201202090011,3170,3170,3170,3170,1746
20201202090011,3170,3170,3170,3170,525
20201202090011,3170,3170,3170,3170,10000
20201202090011,3165,3165,3165,3165,300
20201202090012,3170,3170,3170,3170,18
20201202090012,3170,3170,3170,3170,2156
20201202090012,3170,3170,3170,3170,315
20201202090012,3170,3170,3170,3170,1
20201202090012,3170,3170,3170,3170,47510
20201202090012,3170,3170,3170,3170,11416
20201202090012,3175,3175,3175,3175,500
20201202090012,3175,3175,3175,3175,662
20201202090012,3175,3175,3175,3175,100
20201202090012,3170,3170,3170,3170,25000
20201202090012,3170,3170,3170,3170,25484
20201202090012,3170,3170,3170,3170,24516
20201202090012,3170,3170,3170,3170,25484
20201202090012,3170,3170,3170,3170,12900
20201202090012,3165,3165,3165,3165,1100
20201202090013,3170,3170,3170,3170,1580
20201202090013,3170,3170,3170,3170,50
20201202090013,3170,3170,3170,3170,2500
20201202090013,3170,3170,3170,3170,250
20201202090013,3170,3170,3170,3170,49758
20201202090013,3170,3170,3170,3170,51542
20201202090014,3175,3175,3175,3175,100
20201202090014,3170,3170,3170,3170,28773
20201202090014,3170,3170,3170,3170,100
20201202090014,3175,3175,3175,3175,95
20201202090014,3170,3170,3170,3170,36154
20201202090014,3170,3170,3170,3170,56231
20201202090015,3170,3170,3170,3170,500
20201202090015,3175,3175,3175,3175,36
20201202090015,3170,3170,3170,3170,5611
20201202090015,3165,3165,3165,3165,14389
20201202090016,3175,3175,3175,3175,24
20201202090016,3175,3175,3175,3175,24
20201202090016,3170,3170,3170,3170,1600
20201202090016,3175,3175,3175,3175,13
20201202090016,3170,3170,3170,3170,2500
20201202090017,3170,3170,3170,3170,4680
20201202090017,3170,3170,3170,3170,5451
20201202090017,3175,3175,3175,3175,5
20201202090017,3170,3170,3170,3170,100
20201202090018,3170,3170,3170,3170,38000
20201202090018,3170,3170,3170,3170,100
20201202090018,3170,3170,3170,3170,23182
20201202090018,3170,3170,3170,3170,6418
20201202090018,3170,3170,3170,3170,2
20201202090018,3170,3170,3170,3170,100
20201202090018,3170,3170,3170,3170,2
20201202090019,3170,3170,3170,3170,100
20201202090019,3170,3170,3170,3170,2000
20201202090019,3170,3170,3170,3170,1
20201202090019,3170,3170,3170,3170,1
20201202090019,3165,3165,3165,3165,126
20201202090020,3170,3170,3170,3170,5000
20201202090020,3170,3170,3170,3170,120
20201202090020,3165,3165,3165,3165,1000
20201202090020,3170,3170,3170,3170,126
20201202090020,3170,3170,3170,3170,6
20201202090020,3165,3165,3165,3165,100
20201202090020,3170,3170,3170,3170,6
20201202090020,3170,3170,3170,3170,1
20201202090020,3170,3170,3170,3170,24
20201202090021,3170,3170,3170,3170,2
20201202090021,3165,3165,3165,3165,6200
20201202090021,3165,3165,3165,3165,8427
20201202090021,3170,3170,3170,3170,5
20201202090021,3170,3170,3170,3170,56445
20201202090021,3170,3170,3170,3170,31367
20201202090021,3170,3170,3170,3170,1
20201202090021,3170,3170,3170,3170,30532
20201202090022,3170,3170,3170,3170,3549
20201202090022,3170,3170,3170,3170,1450
20201202090023,3170,3170,3170,3170,303
20201202090023,3170,3170,3170,3170,300
