Time,Open,High,Low,Close,Volume
20240129090010,16290,16290,16290,16290,115473
20240129090010,16295,16295,16295,16295,1
20240129090010,16290,16290,16290,16290,535
20240129090010,16295,16295,16295,16295,50
20240129090010,16295,16295,16295,16295,65
20240129090010,16295,16295,16295,16295,3
20240129090010,16295,16295,16295,16295,10
20240129090010,16295,16295,16295,16295,5
20240129090010,16295,16295,16295,16295,100
20240129090010,16295,16295,16295,16295,5
20240129090010,16295,16295,16295,16295,10
20240129090010,16295,16295,16295,16295,5
20240129090010,16295,16295,16295,16295,1
20240129090010,16295,16295,16295,16295,40
20240129090010,16295,16295,16295,16295,100
20240129090010,16295,16295,16295,16295,3
20240129090010,16295,16295,16295,16295,10
20240129090010,16295,16295,16295,16295,100
20240129090010,16295,16295,16295,16295,1100
20240129090010,16300,16300,16300,16300,4
20240129090010,16290,16290,16290,16290,20
20240129090010,16295,16295,16295,16295,10
20240129090010,16290,16290,16290,16290,1221
20240129090010,16290,16290,16290,16290,1511
20240129090010,16290,16290,16290,16290,1511
20240129090010,16290,16290,16290,16290,2837
20240129090010,16295,16295,16295,16295,40
20240129090010,16290,16290,16290,16290,1
20240129090011,16295,16295,16295,16295,260
20240129090011,16290,16290,16290,16290,100
20240129090011,16290,16290,16290,16290,200
20240129090011,16290,16290,16290,16290,1
20240129090012,16290,16290,16290,16290,1
20240129090012,16295,16295,16295,16295,96
20240129090012,16290,16290,16290,16290,100
20240129090012,16295,16295,16295,16295,306
20240129090012,16290,16290,16290,16290,1
20240129090012,16290,16290,16290,16290,1
20240129090013,16290,16290,16290,16290,1
20240129090013,16295,16295,16295,16295,1
20240129090013,16295,16295,16295,16295,36
20240129090013,16290,16290,16290,16290,368
20240129090013,16290,16290,16290,16290,1
20240129090013,16290,16290,16290,16290,300
20240129090013,16290,16290,16290,16290,100
20240129090013,16290,16290,16290,16290,5220
20240129090013,16290,16290,16290,16290,1
20240129090013,16290,16290,16290,16290,3185
20240129090014,16290,16290,16290,16290,1
20240129090014,16295,16295,16295,16295,13
20240129090014,16295,16295,16295,16295,180
20240129090014,16295,16295,16295,16295,613
20240129090014,16290,16290,16290,16290,1
20240129090014,16295,16295,16295,16295,89
20240129090014,16295,16295,16295,16295,2873
20240129090014,16295,16295,16295,16295,5
20240129090014,16295,16295,16295,16295,5
20240129090014,16295,16295,16295,16295,2000
20240129090014,16295,16295,16295,16295,4
20240129090014,16295,16295,16295,16295,5
20240129090014,16295,16295,16295,16295,50
20240129090014,16295,16295,16295,16295,1
20240129090014,16295,16295,16295,16295,100
20240129090014,16300,16300,16300,16300,213
20240129090014,16300,16300,16300,16300,15
20240129090014,16300,16300,16300,16300,5
20240129090014,16300,16300,16300,16300,1
20240129090014,16300,16300,16300,16300,1
20240129090014,16300,16300,16300,16300,250
20240129090014,16300,16300,16300,16300,100
20240129090014,16300,16300,16300,16300,1
20240129090014,16300,16300,16300,16300,20
20240129090014,16300,16300,16300,16300,4
20240129090014,16300,16300,16300,16300,100
20240129090014,16300,16300,16300,16300,4
20240129090014,16300,16300,16300,16300,2
20240129090014,16300,16300,16300,16300,200
20240129090014,16300,16300,16300,16300,30
