Transaction time,opening,highest,lowest,current,amount
20201106090025_,3845,3845,3845,3845,2547265
20201106090025_,3850,3850,3850,3850,224700
20201106090025_,3850,3850,3850,3850,10000
20201106090025_,3850,3850,3850,3850,2701
20201106090025_,3855,3855,3855,3855,299
20201106090025_,3855,3855,3855,3855,30
20201106090025_,3855,3855,3855,3855,400
20201106090025_,3855,3855,3855,3855,100
20201106090025_,3850,3850,3850,3850,200
20201106090025_,3845,3845,3845,3845,2266
20201106090025_,3850,3850,3850,3850,157
20201106090025_,3850,3850,3850,3850,102
20201106090025_,3845,3845,3845,3845,21
20201106090025_,3845,3845,3845,3845,64
20201106090025_,3845,3845,3845,3845,8
20201106090025_,3850,3850,3850,3850,51
20201106090025_,3850,3850,3850,3850,1500
20201106090025_,3850,3850,3850,3850,4338
20201106090025_,3855,3855,3855,3855,20
20201106090025_,3850,3850,3850,3850,155
20201106090025_,3855,3855,3855,3855,69
20201106090025_,3850,3850,3850,3850,458
20201106090025_,3850,3850,3850,3850,30
20201106090025_,3845,3845,3845,3845,125
20201106090025_,3845,3845,3845,3845,1
20201106090025_,3850,3850,3850,3850,260
20201106090025_,3845,3845,3845,3845,114
20201106090025_,3845,3845,3845,3845,200
20201106090025_,3850,3850,3850,3850,20
20201106090025_,3850,3850,3850,3850,300
20201106090025_,3845,3845,3845,3845,6656
20201106090025_,3850,3850,3850,3850,5
20201106090025_,3850,3850,3850,3850,147
20201106090025_,3850,3850,3850,3850,100
20201106090025_,3850,3850,3850,3850,10
20201106090025_,3850,3850,3850,3850,130
20201106090025_,3850,3850,3850,3850,10
20201106090025_,3850,3850,3850,3850,53400
20201106090025_,3850,3850,3850,3850,10
20201106090025_,3850,3850,3850,3850,10
20201106090025_,3850,3850,3850,3850,100
20201106090025_,3850,3850,3850,3850,10
20201106090025_,3850,3850,3850,3850,10
20201106090026_,3845,3845,3845,3845,1
20201106090026_,3850,3850,3850,3850,30
20201106090026_,3850,3850,3850,3850,161
20201106090026_,3845,3845,3845,3845,1
20201106090026_,3850,3850,3850,3850,50
20201106090026_,3850,3850,3850,3850,50
20201106090026_,3845,3845,3845,3845,1000
20201106090026_,3845,3845,3845,3845,300
