Transaction time,opening,highest,lowest,current,amount
20201118090011_,3445,3445,3445,3445,860820
20201118090011_,3445,3445,3445,3445,173743
20201118090011_,3445,3445,3445,3445,139
20201118090011_,3450,3450,3450,3450,814
20201118090011_,3445,3445,3445,3445,2
20201118090011_,3445,3445,3445,3445,2
20201118090011_,3450,3450,3450,3450,5
20201118090011_,3445,3445,3445,3445,60498
20201118090012_,3445,3445,3445,3445,60500
20201118090012_,3445,3445,3445,3445,300
20201118090012_,3445,3445,3445,3445,307
20201118090012_,3445,3445,3445,3445,145
20201118090012_,3445,3445,3445,3445,60500
20201118090012_,3445,3445,3445,3445,280
20201118090012_,3445,3445,3445,3445,1657
20201118090012_,3445,3445,3445,3445,2003
20201118090012_,3445,3445,3445,3445,100
20201118090012_,3445,3445,3445,3445,50000
20201118090013_,3450,3450,3450,3450,620
20201118090013_,3445,3445,3445,3445,50000
20201118090013_,3450,3450,3450,3450,231
20201118090013_,3445,3445,3445,3445,10500
20201118090013_,3445,3445,3445,3445,500
20201118090013_,3445,3445,3445,3445,50000
20201118090013_,3445,3445,3445,3445,1960
20201118090013_,3445,3445,3445,3445,50
20201118090014_,3445,3445,3445,3445,60500
20201118090014_,3445,3445,3445,3445,300
20201118090014_,3445,3445,3445,3445,300
20201118090014_,3445,3445,3445,3445,50000
20201118090014_,3450,3450,3450,3450,145
20201118090015_,3450,3450,3450,3450,212
20201118090015_,3445,3445,3445,3445,330
20201118090015_,3450,3450,3450,3450,231
20201118090015_,3450,3450,3450,3450,592
20201118090015_,3445,3445,3445,3445,50000
20201118090015_,3450,3450,3450,3450,16242
20201118090016_,3445,3445,3445,3445,200
20201118090016_,3450,3450,3450,3450,87
20201118090016_,3445,3445,3445,3445,50000
20201118090017_,3445,3445,3445,3445,2918
20201118090017_,3450,3450,3450,3450,32
20201118090017_,3445,3445,3445,3445,4040
20201118090017_,3450,3450,3450,3450,50
20201118090018_,3450,3450,3450,3450,12
20201118090019_,3450,3450,3450,3450,145
20201118090019_,3445,3445,3445,3445,123
20201118090019_,3450,3450,3450,3450,4
20201118090020_,3450,3450,3450,3450,2
20201118090020_,3445,3445,3445,3445,5858
20201118090021_,3450,3450,3450,3450,145
20201118090021_,3450,3450,3450,3450,1
20201118090021_,3450,3450,3450,3450,18
20201118090021_,3450,3450,3450,3450,555
20201118090021_,3450,3450,3450,3450,6063
20201118090021_,3445,3445,3445,3445,4000
20201118090021_,3445,3445,3445,3445,3000
20201118090022_,3450,3450,3450,3450,3000
20201118090023_,3445,3445,3445,3445,1000
20201118090023_,3445,3445,3445,3445,30
20201118090023_,3445,3445,3445,3445,3000
20201118090023_,3450,3450,3450,3450,145
20201118090024_,3445,3445,3445,3445,10
20201118090024_,3450,3450,3450,3450,2263
20201118090025_,3445,3445,3445,3445,1111
20201118090025_,3445,3445,3445,3445,98148
20201118090026_,3445,3445,3445,3445,3288
20201118090026_,3445,3445,3445,3445,514
20201118090026_,3445,3445,3445,3445,30
20201118090026_,3445,3445,3445,3445,34317
20201118090026_,3445,3445,3445,3445,18
20201118090027_,3445,3445,3445,3445,6
20201118090027_,3445,3445,3445,3445,13309
20201118090027_,3445,3445,3445,3445,6
20201118090028_,3445,3445,3445,3445,845
20201118090028_,3440,3440,3440,3440,1350
20201118090029_,3440,3440,3440,3440,500
20201118090029_,3440,3440,3440,3440,153611
20201118090029_,3440,3440,3440,3440,300
20201118090029_,3440,3440,3440,3440,342
20201118090030_,3440,3440,3440,3440,23036
20201118090030_,3445,3445,3445,3445,500
20201118090030_,3440,3440,3440,3440,608
20201118090030_,3440,3440,3440,3440,100
20201118090030_,3435,3435,3435,3435,100
20201118090031_,3445,3445,3445,3445,316
20201118090031_,3435,3435,3435,3435,814
20201118090031_,3440,3440,3440,3440,1000
20201118090031_,3435,3435,3435,3435,100
20201118090031_,3435,3435,3435,3435,2
20201118090032_,3440,3440,3440,3440,539
20201118090033_,3435,3435,3435,3435,1187
20201118090033_,3435,3435,3435,3435,186475
20201118090033_,3440,3440,3440,3440,1
20201118090034_,3435,3435,3435,3435,2
20201118090034_,3430,3430,3430,3430,1367
20201118090034_,3430,3430,3430,3430,1
20201118090034_,3430,3430,3430,3430,4939
20201118090034_,3430,3430,3430,3430,200
20201118090034_,3435,3435,3435,3435,60499
20201118090034_,3435,3435,3435,3435,28399
20201118090034_,3435,3435,3435,3435,13622
20201118090035_,3440,3440,3440,3440,1229
20201118090035_,3435,3435,3435,3435,367
20201118090035_,3440,3440,3440,3440,118
20201118090035_,3435,3435,3435,3435,2
20201118090036_,3440,3440,3440,3440,96
20201118090036_,3440,3440,3440,3440,1
20201118090036_,3440,3440,3440,3440,100
20201118090036_,3435,3435,3435,3435,666
20201118090037_,3440,3440,3440,3440,15271
20201118090037_,3445,3445,3445,3445,1
20201118090037_,3435,3435,3435,3435,500
20201118090037_,3435,3435,3435,3435,100
20201118090037_,3435,3435,3435,3435,3500
20201118090037_,3435,3435,3435,3435,1000
20201118090038_,3435,3435,3435,3435,460
20201118090038_,3435,3435,3435,3435,2000
20201118090038_,3440,3440,3440,3440,2000
20201118090039_,3435,3435,3435,3435,1376
20201118090039_,3440,3440,3440,3440,30
20201118090039_,3435,3435,3435,3435,10000
20201118090040_,3435,3435,3435,3435,777
20201118090041_,3435,3435,3435,3435,1132
20201118090041_,3435,3435,3435,3435,12770
20201118090041_,3435,3435,3435,3435,5
20201118090041_,3435,3435,3435,3435,1000
20201118090042_,3435,3435,3435,3435,74
20201118090042_,3435,3435,3435,3435,2
20201118090042_,3430,3430,3430,3430,2
20201118090042_,3435,3435,3435,3435,50
20201118090042_,3435,3435,3435,3435,12
20201118090042_,3435,3435,3435,3435,1
20201118090042_,3430,3430,3430,3430,970
20201118090043_,3435,3435,3435,3435,2174
20201118090044_,3440,3440,3440,3440,1
20201118090045_,3435,3435,3435,3435,4043
20201118090045_,3435,3435,3435,3435,4
20201118090046_,3430,3430,3430,3430,1000
20201118090047_,3435,3435,3435,3435,30
20201118090047_,3430,3430,3430,3430,486
20201118090048_,3430,3430,3430,3430,870
20201118090049_,3430,3430,3430,3430,72
20201118090049_,3435,3435,3435,3435,3
20201118090049_,3430,3430,3430,3430,200
20201118090050_,3430,3430,3430,3430,2175
20201118090050_,3430,3430,3430,3430,155108
20201118090050_,3430,3430,3430,3430,300
20201118090050_,3430,3430,3430,3430,32133
20201118090050_,3430,3430,3430,3430,10
20201118090051_,3430,3430,3430,3430,5052
20201118090051_,3430,3430,3430,3430,100
20201118090051_,3425,3425,3425,3425,100
20201118090051_,3430,3430,3430,3430,555
20201118090052_,3425,3425,3425,3425,2005
20201118090052_,3430,3430,3430,3430,1000
20201118090052_,3430,3430,3430,3430,6
20201118090052_,3430,3430,3430,3430,61948
20201118090053_,3430,3430,3430,3430,1379
20201118090053_,3430,3430,3430,3430,5000
20201118090054_,3430,3430,3430,3430,302
