Transaction time,opening,highest,lowest,current,amount
20201102090019_,4400,4400,4400,4400,1434745
20201102090019_,4400,4400,4400,4400,7749
20201102090020_,4405,4405,4405,4405,3211
20201102090020_,4400,4400,4400,4400,7000
20201102090020_,4405,4405,4405,4405,130835
20201102090020_,4405,4405,4405,4405,2000
20201102090020_,4405,4405,4405,4405,2000
20201102090020_,4405,4405,4405,4405,3000
20201102090020_,4405,4405,4405,4405,5000
20201102090020_,4400,4400,4400,4400,1
20201102090020_,4405,4405,4405,4405,6
20201102090020_,4400,4400,4400,4400,19
20201102090020_,4400,4400,4400,4400,1658
20201102090020_,4400,4400,4400,4400,1394
20201102090020_,4405,4405,4405,4405,63
20201102090020_,4400,4400,4400,4400,47
20201102090020_,4405,4405,4405,4405,753
20201102090020_,4400,4400,4400,4400,10
20201102090020_,4400,4400,4400,4400,147
20201102090020_,4400,4400,4400,4400,40
20201102090020_,4400,4400,4400,4400,19
20201102090020_,4400,4400,4400,4400,175565
20201102090020_,4400,4400,4400,4400,250
20201102090020_,4400,4400,4400,4400,4500
20201102090020_,4400,4400,4400,4400,13
20201102090020_,4400,4400,4400,4400,250
20201102090020_,4400,4400,4400,4400,22
20201102090021_,4400,4400,4400,4400,5000
20201102090021_,4395,4395,4395,4395,2500
20201102090021_,4400,4400,4400,4400,6
20201102090021_,4400,4400,4400,4400,181
20201102090021_,4400,4400,4400,4400,283
20201102090021_,4400,4400,4400,4400,2071
20201102090021_,4395,4395,4395,4395,27900
20201102090021_,4395,4395,4395,4395,27900
20201102090021_,4395,4395,4395,4395,27900
20201102090021_,4395,4395,4395,4395,27900
20201102090021_,4395,4395,4395,4395,27900
20201102090021_,4395,4395,4395,4395,69077
20201102090021_,4395,4395,4395,4395,10
20201102090021_,4390,4390,4390,4390,350
20201102090021_,4390,4390,4390,4390,11
20201102090021_,4390,4390,4390,4390,210
20201102090022_,4390,4390,4390,4390,20
20201102090022_,4395,4395,4395,4395,6
20201102090022_,4390,4390,4390,4390,240
20201102090022_,4395,4395,4395,4395,461
20201102090022_,4395,4395,4395,4395,106
20201102090022_,4390,4390,4390,4390,4681
20201102090022_,4395,4395,4395,4395,2000
20201102090022_,4390,4390,4390,4390,650
20201102090022_,4395,4395,4395,4395,200
20201102090023_,4390,4390,4390,4390,100
20201102090023_,4390,4390,4390,4390,65
20201102090023_,4395,4395,4395,4395,10
20201102090023_,4400,4400,4400,4400,1
20201102090023_,4400,4400,4400,4400,300
20201102090023_,4395,4395,4395,4395,300
20201102090023_,4400,4400,4400,4400,3500
20201102090023_,4400,4400,4400,4400,40
20201102090023_,4395,4395,4395,4395,84
20201102090023_,4395,4395,4395,4395,120
20201102090024_,4395,4395,4395,4395,1090
20201102090024_,4395,4395,4395,4395,26296
20201102090024_,4400,4400,4400,4400,15
20201102090024_,4395,4395,4395,4395,2000
20201102090025_,4395,4395,4395,4395,160
20201102090025_,4400,4400,4400,4400,11
20201102090025_,4395,4395,4395,4395,500
20201102090025_,4395,4395,4395,4395,1000
20201102090025_,4400,4400,4400,4400,6
20201102090025_,4400,4400,4400,4400,24343
20201102090025_,4395,4395,4395,4395,3940
20201102090026_,4395,4395,4395,4395,3872
20201102090026_,4395,4395,4395,4395,57
20201102090026_,4400,4400,4400,4400,2
20201102090026_,4395,4395,4395,4395,1100
20201102090026_,4395,4395,4395,4395,200
20201102090027_,4390,4390,4390,4390,2350
20201102090027_,4395,4395,4395,4395,100
20201102090027_,4395,4395,4395,4395,100
20201102090027_,4395,4395,4395,4395,390
20201102090027_,4395,4395,4395,4395,1
20201102090027_,4395,4395,4395,4395,100
20201102090027_,4390,4390,4390,4390,1440
20201102090027_,4395,4395,4395,4395,300
20201102090027_,4395,4395,4395,4395,1
20201102090028_,4395,4395,4395,4395,500
20201102090028_,4395,4395,4395,4395,1
20201102090028_,4390,4390,4390,4390,3500
20201102090029_,4395,4395,4395,4395,300
20201102090029_,4390,4390,4390,4390,11
20201102090029_,4395,4395,4395,4395,563
20201102090029_,4390,4390,4390,4390,262
20201102090029_,4390,4390,4390,4390,8000
20201102090029_,4390,4390,4390,4390,200
20201102090029_,4390,4390,4390,4390,10
20201102090029_,4390,4390,4390,4390,137735
20201102090029_,4390,4390,4390,4390,569
20201102090030_,4390,4390,4390,4390,3460
20201102090030_,4390,4390,4390,4390,3303
20201102090030_,4390,4390,4390,4390,4721
20201102090030_,4385,4385,4385,4385,7800
20201102090030_,4385,4385,4385,4385,45
20201102090030_,4390,4390,4390,4390,2965
20201102090030_,4390,4390,4390,4390,100
20201102090030_,4390,4390,4390,4390,200
20201102090030_,4390,4390,4390,4390,3460
20201102090030_,4385,4385,4385,4385,2261
20201102090030_,4385,4385,4385,4385,491
20201102090030_,4390,4390,4390,4390,8466
20201102090030_,4390,4390,4390,4390,6
20201102090030_,4390,4390,4390,4390,200
20201102090030_,4390,4390,4390,4390,510
20201102090030_,4390,4390,4390,4390,1
20201102090030_,4390,4390,4390,4390,7629
20201102090030_,4390,4390,4390,4390,4
20201102090031_,4390,4390,4390,4390,50
20201102090031_,4385,4385,4385,4385,100
20201102090031_,4390,4390,4390,4390,10
20201102090031_,4390,4390,4390,4390,100
20201102090031_,4390,4390,4390,4390,4031
20201102090031_,4390,4390,4390,4390,500
20201102090031_,4390,4390,4390,4390,10
20201102090031_,4390,4390,4390,4390,55331
20201102090031_,4390,4390,4390,4390,669
20201102090031_,4390,4390,4390,4390,1200
20201102090031_,4395,4395,4395,4395,91
20201102090032_,4390,4390,4390,4390,1
20201102090032_,4390,4390,4390,4390,2290
20201102090032_,4390,4390,4390,4390,3809
20201102090032_,4395,4395,4395,4395,44176
20201102090032_,4390,4390,4390,4390,50
20201102090032_,4390,4390,4390,4390,250
20201102090032_,4390,4390,4390,4390,83
20201102090032_,4395,4395,4395,4395,158
20201102090032_,4390,4390,4390,4390,1153
20201102090032_,4390,4390,4390,4390,500
20201102090032_,4395,4395,4395,4395,200
20201102090033_,4390,4390,4390,4390,750
20201102090033_,4390,4390,4390,4390,1979
20201102090033_,4395,4395,4395,4395,527
20201102090033_,4390,4390,4390,4390,5
20201102090033_,4390,4390,4390,4390,32
20201102090033_,4390,4390,4390,4390,1410
20201102090034_,4390,4390,4390,4390,13
20201102090034_,4390,4390,4390,4390,100
20201102090034_,4395,4395,4395,4395,11553
20201102090034_,4395,4395,4395,4395,1840
20201102090034_,4395,4395,4395,4395,1363
20201102090034_,4395,4395,4395,4395,4839
20201102090035_,4395,4395,4395,4395,3000
20201102090035_,4395,4395,4395,4395,100
20201102090035_,4395,4395,4395,4395,100
20201102090036_,4395,4395,4395,4395,1
20201102090036_,4400,4400,4400,4400,1000
20201102090036_,4400,4400,4400,4400,5000
20201102090036_,4400,4400,4400,4400,6
20201102090036_,4395,4395,4395,4395,6
