Transaction time,opening,highest,lowest,current,amount
20201030090022_,4225,4225,4225,4225,1008182
20201030090022_,4230,4230,4230,4230,15000
20201030090022_,4220,4220,4220,4220,477
20201030090022_,4225,4225,4225,4225,100
20201030090022_,4230,4230,4230,4230,400
20201030090022_,4225,4225,4225,4225,1
20201030090022_,4225,4225,4225,4225,170
20201030090022_,4225,4225,4225,4225,3
20201030090022_,4225,4225,4225,4225,1000
20201030090022_,4225,4225,4225,4225,18
20201030090022_,4230,4230,4230,4230,118
20201030090022_,4230,4230,4230,4230,4
20201030090022_,4230,4230,4230,4230,23
20201030090022_,4225,4225,4225,4225,28
20201030090023_,4225,4225,4225,4225,115
20201030090023_,4225,4225,4225,4225,1
20201030090023_,4225,4225,4225,4225,7
20201030090024_,4225,4225,4225,4225,2000
20201030090024_,4225,4225,4225,4225,1
20201030090024_,4230,4230,4230,4230,50
20201030090024_,4225,4225,4225,4225,500
20201030090024_,4225,4225,4225,4225,1508
20201030090025_,4225,4225,4225,4225,2500
20201030090026_,4225,4225,4225,4225,100
20201030090026_,4225,4225,4225,4225,1050
20201030090026_,4225,4225,4225,4225,1
20201030090026_,4225,4225,4225,4225,128
20201030090026_,4230,4230,4230,4230,1183
20201030090026_,4225,4225,4225,4225,7
20201030090026_,4225,4225,4225,4225,1000
20201030090026_,4225,4225,4225,4225,6000
20201030090026_,4225,4225,4225,4225,261
20201030090026_,4220,4220,4220,4220,7508
20201030090026_,4225,4225,4225,4225,1000
20201030090026_,4220,4220,4220,4220,1
20201030090027_,4220,4220,4220,4220,1
20201030090027_,4220,4220,4220,4220,1000
20201030090027_,4220,4220,4220,4220,4743
20201030090027_,4220,4220,4220,4220,2760
20201030090027_,4225,4225,4225,4225,5
20201030090027_,4220,4220,4220,4220,300
20201030090027_,4220,4220,4220,4220,180
20201030090027_,4225,4225,4225,4225,7100
20201030090028_,4225,4225,4225,4225,3000
20201030090028_,4220,4220,4220,4220,50
20201030090028_,4220,4220,4220,4220,25850
20201030090028_,4220,4220,4220,4220,5000
20201030090029_,4220,4220,4220,4220,10000
20201030090029_,4225,4225,4225,4225,96
