Transaction time,opening,highest,lowest,current,amount
20201105090029_,4015,4015,4015,4015,1430353
20201105090029_,4020,4020,4020,4020,100
20201105090029_,4015,4015,4015,4015,1460
20201105090029_,4015,4015,4015,4015,500
20201105090029_,4020,4020,4020,4020,200
20201105090029_,4015,4015,4015,4015,89
20201105090029_,4020,4020,4020,4020,7
20201105090029_,4015,4015,4015,4015,3
20201105090029_,4015,4015,4015,4015,60
20201105090029_,4020,4020,4020,4020,7
20201105090029_,4020,4020,4020,4020,400
20201105090030_,4020,4020,4020,4020,300
20201105090030_,4020,4020,4020,4020,18500
20201105090030_,4015,4015,4015,4015,353
20201105090030_,4015,4015,4015,4015,76
20201105090030_,4015,4015,4015,4015,16423
20201105090030_,4020,4020,4020,4020,111795
20201105090030_,4020,4020,4020,4020,7
20201105090030_,4020,4020,4020,4020,1000
20201105090030_,4020,4020,4020,4020,250
20201105090030_,4020,4020,4020,4020,50
20201105090030_,4020,4020,4020,4020,64776
20201105090030_,4015,4015,4015,4015,1023
20201105090030_,4015,4015,4015,4015,30
20201105090030_,4025,4025,4025,4025,68
20201105090030_,4020,4020,4020,4020,24
20201105090031_,4020,4020,4020,4020,1
20201105090031_,4020,4020,4020,4020,50
20201105090031_,4020,4020,4020,4020,50425
20201105090031_,4020,4020,4020,4020,117
20201105090031_,4025,4025,4025,4025,193
20201105090031_,4015,4015,4015,4015,1000
20201105090031_,4020,4020,4020,4020,39
20201105090031_,4020,4020,4020,4020,2770
20201105090031_,4015,4015,4015,4015,10322
20201105090031_,4015,4015,4015,4015,2000
20201105090031_,4020,4020,4020,4020,3358
20201105090031_,4020,4020,4020,4020,370
20201105090031_,4020,4020,4020,4020,29
20201105090031_,4020,4020,4020,4020,100
20201105090031_,4020,4020,4020,4020,10000
20201105090031_,4020,4020,4020,4020,37143
20201105090032_,4025,4025,4025,4025,7
20201105090032_,4020,4020,4020,4020,1000
20201105090032_,4020,4020,4020,4020,2460
20201105090032_,4020,4020,4020,4020,50
20201105090032_,4025,4025,4025,4025,3000
20201105090032_,4025,4025,4025,4025,16
20201105090032_,4025,4025,4025,4025,3000
20201105090033_,4025,4025,4025,4025,100
20201105090033_,4025,4025,4025,4025,7
20201105090033_,4025,4025,4025,4025,5000
20201105090033_,4025,4025,4025,4025,123
20201105090033_,4025,4025,4025,4025,15150
20201105090033_,4025,4025,4025,4025,66376
20201105090033_,4025,4025,4025,4025,50500
20201105090033_,4025,4025,4025,4025,221251
20201105090033_,4025,4025,4025,4025,1
20201105090034_,4025,4025,4025,4025,200
20201105090034_,4025,4025,4025,4025,500
20201105090034_,4025,4025,4025,4025,29489
20201105090034_,4025,4025,4025,4025,2000
20201105090034_,4025,4025,4025,4025,1000
20201105090034_,4020,4020,4020,4020,132
20201105090034_,4020,4020,4020,4020,787
20201105090034_,4025,4025,4025,4025,100
