Transaction date,opening,highest,lowest,current,amount
20200317_,10130,10270,9175,9740,261449933
20200318_,9740,10915,9595,10915,275017474
20200319_,10290,12815,10125,12365,493263934
20200320_,11650,12315,10530,10530,353530116
20200323_,11805,12090,11250,11700,269458606
20200324_,11000,11410,9535,9635,266756217
20200325_,9015,9350,8400,8460,375960417
20200326_,8440,8735,8185,8735,343330776
20200327_,7885,8920,7880,8325,422788093
20200330_,8725,8915,8210,8365,289228109
20200331_,8200,8390,8020,8090,259690390
20200401_,8230,8830,8045,8830,269351753
20200402_,8700,9025,8310,8325,384091052
20200403_,8310,8545,8170,8330,283573534
20200406_,8145,8185,7605,7660,246362127
20200407_,7350,7680,7235,7380,347552495
20200408_,7485,7595,7270,7585,245210832
20200409_,7310,7535,7305,7365,223882276
20200410_,7415,7480,7245,7255,203640810
20200413_,7310,7530,7305,7525,173756388
20200414_,7375,7445,7150,7235,181518778
20200416_,7360,7475,7205,7220,193274862
20200417_,6930,6955,6660,6770,257739187
20200420_,6820,6990,6755,6940,159701157
20200421_,7040,7345,6960,7100,358123735
20200422_,7300,7385,6940,6965,234544115
20200423_,6890,7000,6775,6830,181085925
20200424_,6940,7125,6900,7055,179863744
20200427_,6990,7030,6695,6750,156679490
20200428_,6730,6860,6640,6680,175455336
20200429_,6690,6710,6495,6575,158346613
20200504_,6870,7000,6810,6970,180130954
20200506_,6770,6945,6730,6730,130923389
20200507_,6800,6830,6665,6745,120669389
20200508_,6650,6660,6540,6620,116817472
20200511_,6595,6745,6520,6725,113533586
20200512_,6725,6940,6700,6810,185202066
20200513_,7000,7005,6675,6675,175248853
20200514_,6785,6880,6750,6825,151711469
20200515_,6700,6875,6690,6760,139416890
20200518_,6700,6815,6640,6665,107719777
20200519_,6380,6425,6300,6325,131947471
20200520_,6380,6390,6265,6295,79242192
20200521_,6215,6285,6200,6255,89349034
20200522_,6245,6515,6230,6460,143691980
20200525_,6380,6480,6280,6280,112202351
20200526_,6260,6275,6060,6060,131832828
20200527_,6120,6140,5985,6045,133862283
20200528_,5945,6165,5885,6015,186995635
20200529_,6085,6155,5960,6025,154861828
20200601_,5995,6005,5795,5800,120665693
20200602_,5805,5830,5655,5670,116614923
20200603_,5555,5565,5185,5270,230048100
20200604_,5110,5285,5005,5245,263428499
20200605_,5260,5305,5055,5060,177264894
20200608_,4880,5120,4875,5075,160154335
20200609_,5000,5185,4940,5085,206358445
20200610_,5090,5125,5010,5045,115526123
20200611_,5135,5315,5045,5250,229822004
20200612_,5590,5610,5395,5420,254761085
20200615_,5535,5960,5465,5960,337746671
20200616_,5620,5685,5260,5260,316290914
20200617_,5300,5465,5205,5275,334578409
20200618_,5335,5405,5270,5315,214615293
20200619_,5210,5455,5205,5280,225008751
20200622_,5370,5380,5260,5330,147107519
20200623_,5245,5425,5170,5310,288466384
20200624_,5265,5275,5080,5135,188505439
20200625_,5300,5405,5230,5405,242660764
20200626_,5275,5380,5215,5265,197597918
20200629_,5395,5475,5300,5435,237460760
20200630_,5265,5345,5205,5335,221071063
20200701_,5235,5360,5210,5335,180785489
20200702_,5290,5310,5210,5210,154513024
20200703_,5170,5215,5100,5115,145544311
20200706_,5085,5100,4920,4940,160061060
20200707_,4860,5065,4855,5060,203946927
20200708_,5060,5120,5015,5090,164119284
20200709_,5035,5055,4970,5040,151185987
20200710_,5030,5190,5015,5145,189199424
20200713_,5040,5075,4935,4945,127341615
20200714_,5015,5060,4955,4955,151674088
20200715_,4850,4915,4790,4860,137175335
20200716_,4865,5000,4855,4965,153501957
20200717_,4955,4965,4875,4890,127459097
20200720_,4865,4980,4850,4915,121487927
20200721_,4820,4835,4730,4765,139448881
20200722_,4775,4820,4735,4800,118686149
20200723_,4795,4925,4795,4855,130918864
20200724_,4935,4960,4850,4910,158310182
20200727_,4930,4935,4765,4810,133058810
20200728_,4725,4740,4560,4615,194286530
20200729_,4610,4625,4505,4560,175180419
20200730_,4500,4560,4485,4555,105927855
20200731_,4515,4640,4480,4620,157547123
20200803_,4615,4685,4600,4625,114629409
20200804_,4570,4580,4485,4520,123981346
20200805_,4495,4525,4415,4415,140067702
20200806_,4370,4390,4230,4275,201783170
20200807_,4245,4320,4195,4235,166121232
20200810_,4250,4265,4100,4110,153937367
20200811_,4100,4115,3965,4000,178908603
20200812_,4040,4100,3965,3965,183207187
20200813_,3890,4050,3880,3970,153843368
20200814_,3985,4120,3965,4045,195024721
20200818_,4010,4245,3985,4215,204873013
20200819_,4140,4200,4100,4185,166115090
20200820_,4250,4525,4220,4505,329691686
20200821_,4395,4470,4265,4370,327690217
20200824_,4365,4455,4260,4280,203069929
20200825_,4210,4255,4150,4165,169007541
20200826_,4170,4275,4130,4165,205021736
20200827_,4145,4240,4130,4240,209854511
20200828_,4175,4245,4095,4190,237856976
20200831_,4130,4325,4095,4325,200225426
20200901_,4325,4330,4225,4255,196894624
20200902_,4190,4300,4175,4210,161522485
20200903_,4135,4145,4055,4085,194361694
20200904_,4305,4310,4185,4200,234809652
20200907_,4185,4235,4140,4165,141117315
20200908_,4090,4125,4050,4050,136591141
20200909_,4150,4170,4095,4140,151562414
20200910_,4060,4100,4040,4060,128161970
20200911_,4105,4160,4065,4065,147353710
20200914_,4005,4020,3950,3960,137055377
20200915_,3930,3970,3895,3900,108203999
20200916_,3910,3940,3875,3925,106221412
20200917_,3940,4055,3930,4040,178031530
20200918_,4005,4065,3990,4010,142484380
20200921_,4030,4105,3950,4080,170343569
20200922_,4095,4310,4075,4275,252446700
20200923_,4210,4415,4195,4240,347218346
20200924_,4350,4450,4320,4435,333011749
20200925_,4380,4445,4350,4390,214507507
20200928_,4295,4350,4250,4265,149493994
20200929_,4175,4235,4155,4200,166757946
20201005_,4195,4215,4070,4090,158366641
20201006_,4050,4110,4025,4080,132303583
20201007_,4130,4145,3995,3995,167418050
20201008_,3930,4025,3925,3985,148790510
20201012_,3955,3990,3930,3960,104974956
20201013_,3915,4015,3905,3955,130953613
20201014_,3950,4050,3940,4030,143020913
20201015_,4040,4130,4035,4095,186654159
20201016_,4075,4195,4055,4135,202538372
20201019_,4090,4125,4055,4120,146943487
20201020_,4160,4190,4055,4055,224209340
20201021_,4045,4075,4010,4030,130048030
20201022_,4075,4140,4075,4090,141582820
20201023_,4055,4125,4035,4060,145288504
20201026_,4040,4085,4010,4085,149431133
20201027_,4135,4165,4085,4140,172460487
20201028_,4185,4205,4100,4100,142605894
20201029_,4205,4285,4180,4190,197795248
20201030_,4225,4420,4220,4410,214675759
20201102_,4400,4415,4280,4290,191749373
20201103_,4250,4260,4105,4115,199801946
20201104_,4040,4135,4015,4065,296337582
20201105_,4015,4030,3875,3885,240749482
20201106_,3845,3885,3805,3860,258425196
20201109_,3780,3795,3705,3760,193122895
20201110_,3720,3820,3720,3765,203140154
20201111_,3745,3745,3630,3635,185875317
20201112_,3655,3700,3630,3670,156209610
20201113_,3700,3710,3595,3595,193924801
