Transaction time,opening,highest,lowest,current,amount
202006120900_,11950,11970,11840,11945,1970112
202006120901_,11945,11950,11895,11920,1093150
202006120902_,11920,11925,11870,11870,998299
202006120903_,11880,11910,11850,11855,845916
202006120904_,11855,11880,11810,11865,967858
202006120905_,11870,11950,11850,11950,1290261
202006120906_,11950,12035,11945,12030,1770831
202006120907_,12025,12040,11995,12015,1111000
202006120908_,12020,12020,11955,11965,788267
202006120909_,11970,11985,11945,11960,671853
202006120910_,11960,11975,11945,11950,456235
202006120911_,11945,11955,11905,11905,630880
202006120912_,11905,11920,11880,11920,668426
202006120913_,11920,11975,11910,11950,854854
202006120914_,11955,11965,11915,11955,540915
202006120915_,11960,11960,11920,11940,323818
202006120916_,11940,11975,11930,11975,597237
202006120917_,11975,12015,11965,12010,856476
202006120918_,12010,12015,11970,12010,577660
202006120919_,12005,12050,12005,12040,1309669
202006120920_,12040,12090,12035,12090,745610
202006120921_,12090,12110,12060,12065,781666
202006120922_,12060,12060,12035,12045,640155
202006120923_,12045,12095,12045,12065,572794
202006120924_,12065,12130,12060,12120,894294
202006120925_,12120,12140,12095,12140,673241
202006120926_,12140,12150,12105,12130,642056
202006120927_,12135,12160,12120,12145,465080
202006120928_,12150,12165,12125,12155,628544
202006120929_,12155,12165,12145,12155,475592
202006120930_,12155,12160,12095,12110,815023
202006120931_,12110,12155,12110,12130,529015
202006120932_,12130,12175,12130,12170,745297
202006120933_,12170,12185,12120,12140,855918
202006120934_,12140,12155,12120,12145,510680
202006120935_,12150,12170,12125,12130,478723
202006120936_,12125,12135,12105,12120,658004
202006120937_,12120,12145,12080,12125,639665
202006120938_,12130,12150,12100,12120,526415
202006120939_,12125,12150,12120,12140,429635
202006120940_,12140,12150,12115,12115,346883
202006120941_,12120,12125,12075,12090,662469
202006120942_,12095,12095,12060,12065,351149
202006120943_,12060,12080,12035,12045,444190
202006120944_,12045,12050,12015,12040,461839
202006120945_,12040,12040,12005,12005,450176
202006120946_,12010,12015,11980,11995,735840
202006120947_,11995,12020,11985,12020,263782
202006120948_,12020,12040,12010,12035,381099
202006120949_,12035,12035,12020,12030,205992
202006120950_,12030,12070,12015,12055,384661
202006120951_,12055,12065,12030,12035,302386
202006120952_,12030,12055,12030,12035,207787
202006120953_,12040,12040,11980,11990,415135
202006120954_,11990,12025,11980,12005,293360
202006120955_,12005,12030,12000,12010,207479
202006120956_,12010,12025,12000,12020,215749
202006120957_,12020,12025,11985,11990,302674
202006120958_,11990,11995,11970,11990,256148
202006120959_,11985,12005,11965,12000,450777
202006121000_,12000,12010,11940,11945,703877
202006121001_,11940,11970,11915,11935,1890268
202006121002_,11940,11965,11930,11955,498304
202006121003_,11955,11960,11925,11930,335556
202006121004_,11930,11935,11905,11910,492468
202006121005_,11910,11925,11900,11920,506193
202006121006_,11920,11950,11905,11950,450700
202006121007_,11945,11980,11945,11965,408924
202006121008_,11965,11975,11945,11960,387903
202006121009_,11965,11985,11960,11975,316704
202006121010_,11975,12015,11975,12010,476424
202006121011_,12005,12020,11995,12000,275933
202006121012_,12000,12010,11985,12005,212844
202006121013_,12010,12020,12005,12010,240395
202006121014_,12015,12025,12010,12015,325148
202006121015_,12015,12030,12000,12005,361978
202006121016_,12005,12005,11970,11990,324888
202006121017_,11990,12020,11985,12005,173994
202006121018_,12005,12015,12000,12005,102240
202006121019_,12005,12005,11990,12000,88757
202006121020_,11995,12020,11985,12010,472335
202006121021_,12010,12030,11995,12020,500414
202006121022_,12020,12025,12000,12025,108780
202006121023_,12030,12040,12015,12040,784195
202006121024_,12040,12055,12035,12045,478589
202006121025_,12040,12070,12040,12070,269573
202006121026_,12065,12075,12040,12045,508836
202006121027_,12050,12070,12050,12065,316793
202006121028_,12060,12085,12060,12080,405703
202006121029_,12080,12100,12075,12095,309831
202006121030_,12095,12100,12075,12085,277776
202006121031_,12080,12090,12055,12085,302423
202006121032_,12085,12100,12065,12075,414644
202006121033_,12075,12120,12075,12120,528117
202006121034_,12120,12145,12115,12145,328721
202006121035_,12140,12150,12115,12120,537810
202006121036_,12125,12135,12115,12135,248772
202006121037_,12140,12170,12135,12165,531332
202006121038_,12165,12180,12155,12165,497607
202006121039_,12170,12185,12160,12175,507201
202006121040_,12175,12180,12155,12160,232562
202006121041_,12160,12175,12150,12155,177324
202006121042_,12155,12165,12145,12160,515327
202006121043_,12160,12175,12155,12160,166266
202006121044_,12160,12170,12155,12165,197001
202006121045_,12165,12170,12135,12145,462197
