Transaction time,opening,highest,lowest,current,amount
202002040900_,13510,13535,13500,13510,642604
202002040901_,13510,13555,13490,13550,324507
202002040902_,13545,13575,13530,13540,262077
202002040903_,13540,13590,13540,13575,313876
202002040904_,13580,13620,13575,13615,357907
202002040905_,13610,13655,13605,13650,329294
202002040906_,13650,13665,13585,13600,339266
202002040907_,13595,13650,13595,13645,187147
202002040908_,13645,13660,13635,13650,383083
202002040909_,13650,13675,13650,13665,300263
202002040910_,13675,13680,13640,13650,201222
202002040911_,13650,13655,13620,13640,106992
202002040912_,13635,13650,13615,13650,152683
202002040913_,13650,13660,13635,13660,81010
202002040914_,13660,13670,13640,13650,81262
202002040915_,13645,13660,13645,13645,91358
202002040916_,13650,13650,13605,13620,237730
202002040917_,13625,13635,13600,13615,109095
202002040918_,13610,13625,13595,13605,195480
202002040919_,13600,13635,13600,13635,128925
202002040920_,13640,13680,13635,13645,320254
202002040921_,13645,13645,13625,13635,104854
202002040922_,13640,13655,13635,13645,78155
202002040923_,13645,13660,13640,13660,145710
202002040924_,13660,13690,13645,13645,218030
202002040925_,13645,13665,13635,13650,69141
202002040926_,13645,13675,13645,13675,81590
202002040927_,13675,13700,13665,13695,182291
202002040928_,13695,13705,13690,13705,234098
202002040929_,13710,13715,13690,13710,223836
202002040930_,13710,13720,13680,13700,135965
202002040931_,13700,13715,13695,13700,128107
202002040932_,13700,13715,13690,13715,143617
202002040933_,13715,13730,13710,13730,190882
202002040934_,13725,13735,13695,13700,161033
202002040935_,13700,13715,13695,13700,93130
202002040936_,13700,13720,13685,13690,161751
202002040937_,13690,13700,13680,13690,100167
202002040938_,13695,13700,13685,13690,59287
202002040939_,13690,13690,13635,13645,251059
202002040940_,13650,13670,13640,13650,168735
202002040941_,13650,13680,13650,13670,83799
202002040942_,13675,13685,13650,13655,35801
202002040943_,13650,13660,13645,13655,61426
202002040944_,13655,13655,13635,13650,151972
202002040945_,13650,13650,13630,13650,38858
202002040946_,13645,13665,13640,13665,28890
202002040947_,13665,13700,13660,13695,147790
202002040948_,13695,13705,13685,13690,175914
202002040949_,13690,13710,13685,13710,129468
202002040950_,13710,13720,13710,13720,72260
202002040951_,13720,13730,13710,13725,160280
202002040952_,13725,13725,13675,13680,97612
202002040953_,13675,13690,13660,13660,45116
202002040954_,13665,13670,13650,13650,115551
202002040955_,13650,13670,13640,13660,94084
202002040956_,13660,13675,13655,13675,50702
202002040957_,13680,13690,13665,13690,87387
202002040958_,13690,13690,13680,13685,31220
202002040959_,13685,13715,13685,13700,116717
202002041000_,13705,13745,13695,13740,236763
202002041001_,13745,13750,13700,13715,138267
202002041002_,13710,13735,13710,13725,36517
202002041003_,13720,13725,13690,13705,69288
202002041004_,13705,13710,13685,13685,88342
202002041005_,13690,13720,13685,13720,143849
202002041006_,13715,13740,13715,13730,110247
202002041007_,13730,13735,13710,13730,94248
202002041008_,13735,13740,13720,13735,43503
202002041009_,13735,13740,13715,13725,49770
202002041010_,13725,13725,13695,13710,134429
202002041011_,13715,13765,13710,13755,182620
202002041012_,13755,13775,13755,13775,272413
202002041013_,13770,13775,13760,13765,122192
202002041014_,13770,13790,13760,13785,167538
202002041015_,13785,13790,13765,13780,114854
202002041016_,13780,13780,13765,13775,88156
202002041017_,13780,13805,13775,13795,246696
202002041018_,13795,13800,13765,13765,178938
202002041019_,13765,13785,13765,13785,53767
202002041020_,13785,13805,13785,13795,117070
202002041021_,13800,13825,13800,13815,193610
202002041022_,13820,13820,13795,13810,84827
202002041023_,13815,13830,13815,13825,107190
202002041024_,13820,13835,13820,13830,94332
202002041025_,13830,13830,13800,13800,130031
202002041026_,13800,13820,13800,13810,70209
202002041027_,13810,13825,13800,13805,91923
202002041028_,13800,13815,13800,13810,93470
202002041029_,13815,13830,13815,13820,72412
202002041030_,13820,13835,13815,13835,146667
202002041031_,13835,13850,13830,13845,196680
202002041032_,13845,13850,13825,13835,86564
202002041033_,13840,13840,13825,13830,66934
202002041034_,13830,13875,13830,13875,235326
202002041035_,13875,13880,13860,13865,118825
202002041036_,13865,13880,13865,13870,93160
202002041037_,13870,13890,13870,13885,147732
202002041038_,13885,13890,13875,13885,49775
202002041039_,13880,13890,13875,13880,191668
202002041040_,13885,13900,13880,13880,162706
202002041041_,13880,13880,13850,13860,117287
202002041042_,13855,13875,13855,13870,74531
202002041043_,13870,13875,13840,13845,74926
202002041044_,13845,13865,13840,13845,89704
202002041045_,13845,13860,13840,13855,96818
202002041046_,13860,13865,13850,13865,92900
202002041047_,13865,13870,13860,13870,78311
202002041048_,13870,13880,13865,13875,75863
202002041049_,13875,13885,13870,13885,75995
202002041050_,13885,13890,13880,13885,44529
202002041051_,13885,13890,13865,13875,78434
202002041052_,13885,13885,13870,13870,59959
202002041053_,13865,13875,13865,13870,32850
202002041054_,13870,13880,13865,13870,76144
202002041055_,13875,13885,13870,13880,39869
202002041056_,13885,13900,13885,13895,201185
202002041057_,13895,13915,13885,13915,145517
202002041058_,13910,13915,13900,13910,123274
202002041059_,13910,13925,13910,13920,167347
202002041100_,13920,13930,13915,13925,56986
202002041101_,13925,13935,13920,13925,106926
202002041102_,13925,13930,13915,13930,63896
202002041103_,13925,13930,13920,13920,44442
202002041104_,13920,13930,13920,13925,46738
202002041105_,13925,13930,13895,13900,102560
202002041106_,13905,13910,13885,13890,91666
202002041107_,13885,13895,13885,13890,93026
202002041108_,13890,13895,13870,13885,129183
202002041109_,13885,13895,13880,13895,53317
202002041110_,13895,13900,13885,13890,74597
202002041111_,13890,13890,13870,13870,65483
202002041112_,13870,13870,13855,13860,74102
202002041113_,13860,13875,13860,13865,86175
202002041114_,13870,13870,13850,13860,84715
202002041115_,13865,13870,13850,13850,231899
202002041116_,13850,13865,13845,13860,50249
202002041117_,13855,13870,13855,13860,26040
202002041118_,13865,13865,13850,13850,52330
202002041119_,13850,13855,13835,13840,118899
202002041120_,13835,13860,13830,13835,65446
202002041121_,13835,13840,13810,13820,112320
202002041122_,13820,13840,13815,13835,46745
202002041123_,13835,13845,13825,13840,29793
202002041124_,13840,13860,13840,13860,149860
202002041125_,13860,13865,13850,13865,68055
202002041126_,13865,13875,13860,13870,55308
202002041127_,13865,13870,13860,13870,43525
202002041128_,13870,13890,13870,13880,185045
202002041129_,13875,13880,13870,13880,29885
202002041130_,13875,13885,13865,13870,33494
202002041131_,13870,13880,13865,13875,21229
202002041132_,13875,13885,13870,13880,52831
202002041133_,13880,13900,13880,13895,111666
202002041134_,13900,13915,13895,13910,94591
202002041135_,13915,13930,13915,13925,95173
202002041136_,13925,13925,13895,13900,139322
202002041137_,13895,13910,13895,13905,35044
202002041138_,13905,13905,13880,13885,111185
202002041139_,13885,13900,13885,13885,36469
202002041140_,13890,13900,13885,13885,30367
202002041141_,13890,13900,13890,13895,28018
202002041142_,13900,13900,13880,13885,34722
202002041143_,13880,13890,13875,13890,25656
202002041144_,13885,13890,13885,13885,14176
202002041145_,13885,13890,13855,13860,124096
202002041146_,13855,13855,13835,13855,138783
202002041147_,13855,13865,13855,13865,34647
202002041148_,13865,13875,13860,13875,66513
202002041149_,13870,13870,13850,13850,35774
202002041150_,13850,13850,13830,13840,123433
202002041151_,13840,13860,13830,13860,53250
202002041152_,13865,13870,13855,13870,17524
202002041153_,13870,13870,13865,13865,33116
202002041154_,13865,13885,13865,13875,18728
202002041155_,13880,13880,13855,13855,34448
202002041156_,13850,13855,13840,13845,37145
202002041157_,13850,13860,13845,13860,17435
202002041158_,13855,13860,13845,13850,7063
202002041159_,13850,13855,13845,13850,28019
202002041200_,13845,13850,13835,13840,101959
202002041201_,13840,13855,13840,13845,20612
202002041202_,13845,13855,13840,13855,17968
202002041203_,13855,13855,13835,13850,14050
202002041204_,13840,13855,13840,13855,14092
202002041205_,13850,13850,13820,13825,30309
202002041206_,13825,13825,13810,13820,32769
202002041207_,13820,13835,13815,13820,53102
202002041208_,13815,13835,13815,13835,20927
202002041209_,13835,13835,13820,13820,40027
202002041210_,13820,13825,13815,13825,24016
202002041211_,13825,13845,13825,13840,29806
202002041212_,13840,13860,13830,13855,31382
