Transaction time,opening,highest,lowest,current,amount
202010060900_,15165,15185,15140,15180,528137
202010060901_,15185,15200,15160,15180,785073
202010060902_,15180,15195,15165,15190,674438
202010060903_,15185,15190,15170,15180,395784
202010060904_,15180,15180,15165,15170,612788
202010060905_,15170,15175,15160,15170,388624
202010060906_,15175,15200,15170,15195,585990
202010060907_,15195,15220,15195,15210,205628
202010060908_,15215,15235,15215,15230,512640
202010060909_,15230,15240,15220,15230,575255
202010060910_,15230,15245,15225,15240,237029
202010060911_,15240,15245,15225,15225,187737
202010060912_,15225,15235,15210,15225,224802
202010060913_,15225,15225,15195,15210,274333
202010060914_,15210,15230,15205,15225,343762
202010060915_,15230,15240,15215,15225,370247
202010060916_,15225,15235,15220,15225,209494
202010060917_,15230,15235,15220,15225,844347
202010060918_,15225,15230,15205,15210,177995
202010060919_,15210,15215,15205,15215,163087
202010060920_,15210,15240,15210,15230,310970
202010060921_,15230,15235,15210,15230,331199
202010060922_,15230,15230,15200,15210,275313
202010060923_,15215,15215,15200,15210,176689
202010060924_,15210,15220,15205,15205,58593
202010060925_,15205,15210,15185,15195,362811
202010060926_,15200,15220,15195,15220,409514
202010060927_,15215,15240,15210,15230,381317
202010060928_,15230,15255,15230,15245,523268
202010060929_,15240,15250,15230,15240,326228
202010060930_,15240,15250,15220,15235,456059
202010060931_,15235,15235,15225,15230,105964
202010060932_,15230,15235,15210,15210,231212
202010060933_,15215,15235,15205,15225,165241
202010060934_,15225,15225,15210,15220,87708
202010060935_,15220,15230,15215,15225,39340
202010060936_,15230,15250,15225,15245,454160
202010060937_,15245,15255,15230,15235,175182
202010060938_,15230,15230,15200,15210,303237
202010060939_,15210,15210,15180,15195,294249
202010060940_,15195,15210,15195,15205,177854
202010060941_,15205,15210,15190,15195,113946
202010060942_,15195,15210,15195,15195,106362
202010060943_,15195,15195,15180,15185,192217
202010060944_,15185,15205,15175,15205,367318
202010060945_,15205,15210,15195,15200,184654
202010060946_,15200,15205,15185,15190,127921
202010060947_,15190,15210,15190,15205,67705
202010060948_,15205,15210,15205,15210,47368
202010060949_,15210,15225,15205,15220,261316
202010060950_,15225,15240,15225,15230,348201
202010060951_,15230,15230,15220,15230,241524
202010060952_,15230,15235,15230,15230,77895
202010060953_,15235,15235,15210,15215,250370
202010060954_,15215,15225,15210,15225,50940
202010060955_,15225,15240,15225,15235,104528
202010060956_,15230,15235,15225,15235,81543
202010060957_,15235,15265,15235,15260,858189
202010060958_,15260,15285,15260,15280,552506
202010060959_,15280,15290,15260,15270,216797
202010061000_,15270,15280,15265,15280,214081
202010061001_,15280,15290,15255,15255,154308
202010061002_,15255,15270,15245,15250,100278
202010061003_,15250,15255,15235,15235,219469
202010061004_,15235,15250,15235,15245,238122
202010061005_,15245,15250,15225,15230,317272
202010061006_,15230,15240,15220,15235,141893
202010061007_,15235,15245,15220,15225,96460
202010061008_,15225,15230,15200,15215,148115
202010061009_,15210,15210,15200,15205,51683
202010061010_,15200,15210,15190,15205,334929
202010061011_,15205,15220,15200,15220,218322
202010061012_,15220,15220,15200,15205,110091
202010061013_,15200,15210,15200,15200,174896
202010061014_,15200,15200,15175,15185,384970
202010061015_,15185,15185,15165,15170,261274
202010061016_,15170,15185,15165,15175,113816
