Transaction time,opening,highest,lowest,current,amount
202004280900_,10175,10185,10165,10180,1691413
202004280901_,10180,10190,10150,10160,792697
202004280902_,10160,10170,10145,10155,513590
202004280903_,10155,10205,10150,10200,952516
202004280904_,10205,10210,10165,10175,747588
202004280905_,10180,10190,10160,10170,438047
202004280906_,10175,10185,10165,10175,292445
202004280907_,10175,10195,10170,10195,385210
202004280908_,10190,10195,10170,10180,392426
202004280909_,10185,10205,10180,10190,414560
202004280910_,10195,10205,10180,10195,307827
202004280911_,10200,10205,10185,10185,302374
202004280912_,10190,10210,10185,10205,398469
202004280913_,10210,10210,10200,10205,287176
202004280914_,10205,10235,10205,10230,638532
202004280915_,10235,10245,10225,10245,603189
202004280916_,10245,10270,10240,10270,551007
202004280917_,10270,10270,10250,10260,689958
202004280918_,10260,10270,10255,10255,503638
202004280919_,10255,10265,10245,10245,641132
202004280920_,10245,10255,10230,10235,464039
202004280921_,10235,10245,10230,10245,222207
202004280922_,10245,10260,10245,10260,399729
202004280923_,10260,10260,10245,10245,311478
202004280924_,10250,10250,10240,10245,276903
202004280925_,10250,10250,10225,10230,485032
202004280926_,10230,10240,10210,10220,299931
202004280927_,10220,10230,10215,10220,261471
202004280928_,10215,10220,10200,10205,209318
202004280929_,10205,10225,10205,10220,254579
202004280930_,10220,10230,10215,10220,239518
202004280931_,10220,10230,10200,10200,433966
202004280932_,10205,10215,10200,10210,235204
202004280933_,10205,10225,10205,10220,186785
202004280934_,10220,10230,10215,10225,169066
202004280935_,10225,10230,10220,10230,113334
202004280936_,10225,10240,10225,10230,321744
202004280937_,10235,10235,10225,10230,207132
202004280938_,10230,10235,10225,10225,93409
202004280939_,10230,10230,10215,10215,252491
202004280940_,10215,10255,10215,10250,565203
202004280941_,10245,10250,10240,10250,164990
202004280942_,10245,10260,10245,10260,574539
202004280943_,10255,10265,10255,10260,398484
202004280944_,10260,10275,10250,10275,590133
202004280945_,10275,10290,10270,10285,616497
202004280946_,10280,10285,10260,10270,387837
202004280947_,10270,10280,10265,10265,281640
202004280948_,10270,10290,10265,10290,248543
202004280949_,10285,10295,10280,10285,346344
202004280950_,10285,10295,10280,10290,287011
202004280951_,10290,10295,10275,10275,295859
202004280952_,10275,10275,10265,10270,202805
202004280953_,10265,10270,10250,10255,262442
202004280954_,10255,10270,10255,10270,122650
202004280955_,10270,10270,10250,10255,232699
202004280956_,10250,10265,10250,10250,198472
202004280957_,10250,10260,10250,10255,231285
202004280958_,10255,10255,10235,10245,269184
202004280959_,10250,10265,10245,10260,155716
202004281000_,10255,10255,10235,10240,243474
202004281001_,10240,10240,10220,10220,391703
202004281002_,10220,10225,10210,10220,289507
202004281003_,10215,10230,10215,10225,210703
202004281004_,10225,10225,10195,10205,555320
202004281005_,10200,10215,10195,10210,235813
202004281006_,10210,10210,10170,10175,791520
202004281007_,10175,10185,10160,10160,538905
202004281008_,10160,10190,10155,10185,392779
202004281009_,10190,10195,10180,10180,352463
202004281010_,10185,10195,10175,10190,257813
202004281011_,10190,10195,10170,10185,205474
202004281012_,10180,10185,10130,10130,730561
202004281013_,10130,10135,10080,10085,1158206
202004281014_,10085,10090,10040,10070,820866
202004281015_,10070,10070,10030,10050,560997
202004281016_,10050,10085,10050,10080,442858
202004281017_,10080,10095,10075,10090,681058
202004281018_,10090,10110,10085,10110,584291
202004281019_,10110,10125,10100,10125,887628
202004281020_,10125,10135,10100,10100,951859
202004281021_,10100,10100,10075,10080,421570
202004281022_,10080,10100,10080,10090,450873
202004281023_,10090,10110,10085,10105,290858
202004281024_,10105,10120,10100,10110,212809
202004281025_,10115,10130,10105,10125,552783
202004281026_,10125,10135,10115,10120,280974
202004281027_,10120,10130,10120,10120,247796
202004281028_,10120,10130,10110,10120,341226
202004281029_,10115,10120,10100,10100,131563
202004281030_,10105,10120,10095,10120,288390
202004281031_,10115,10115,10100,10105,101170
202004281032_,10105,10105,10090,10090,283124
202004281033_,10090,10095,10080,10085,224735
202004281034_,10085,10110,10080,10105,265906
202004281035_,10105,10110,10075,10085,158553
202004281036_,10085,10105,10075,10085,209217
202004281037_,10085,10095,10080,10090,139534
202004281038_,10090,10095,10080,10085,185219
202004281039_,10090,10110,10085,10100,240560
202004281040_,10100,10105,10080,10095,261390
202004281041_,10100,10115,10100,10100,187821
202004281042_,10105,10115,10095,10105,123611
202004281043_,10100,10120,10090,10120,164018
202004281044_,10120,10135,10115,10130,283784
202004281045_,10130,10135,10095,10100,287633
202004281046_,10095,10100,10055,10055,533290
202004281047_,10055,10080,10050,10065,532387
202004281048_,10065,10085,10060,10070,221050
202004281049_,10075,10080,10065,10065,117578
202004281050_,10060,10075,10060,10070,119073
202004281051_,10070,10080,10045,10050,335968
202004281052_,10050,10050,10040,10045,255248
202004281053_,10045,10050,10005,10005,874805
202004281054_,10010,10020,10000,10005,601882
202004281055_,10000,10005,9985,10005,558343
202004281056_,10010,10015,9990,10015,398012
202004281057_,10015,10020,10005,10010,223028
202004281058_,10005,10015,10000,10000,181849
202004281059_,10005,10010,9995,9995,269823
202004281100_,9995,10010,9980,10005,406849
202004281101_,10010,10025,10000,10020,285542
202004281102_,10020,10035,10015,10020,307130
202004281103_,10020,10035,10020,10030,163484
202004281104_,10030,10035,10020,10035,197150
202004281105_,10030,10050,10030,10045,242084
202004281106_,10045,10045,10040,10045,123418
202004281107_,10045,10055,10040,10055,323901
202004281108_,10055,10065,10050,10055,188322
202004281109_,10055,10060,10040,10050,283251
202004281110_,10050,10055,10040,10045,110739
202004281111_,10040,10055,10035,10040,252799
202004281112_,10045,10050,10030,10030,92466
202004281113_,10030,10040,10025,10035,112896
202004281114_,10030,10035,10020,10025,189980
202004281115_,10025,10040,10015,10035,192625
202004281116_,10035,10040,10025,10040,108243
202004281117_,10040,10050,10030,10045,173772
202004281118_,10045,10050,10040,10040,76976
202004281119_,10040,10055,10035,10045,149605
202004281120_,10050,10050,10035,10040,99746
202004281121_,10040,10050,10030,10050,76388
202004281122_,10045,10055,10040,10050,94006
202004281123_,10050,10060,10050,10055,114549
202004281124_,10055,10060,10045,10055,245658
202004281125_,10060,10075,10060,10070,366151
202004281126_,10070,10070,10050,10050,158744
202004281127_,10050,10060,10045,10050,86808
202004281128_,10045,10050,10035,10040,95162
202004281129_,10040,10045,10035,10045,75873
202004281130_,10045,10070,10045,10065,203834
202004281131_,10060,10065,10060,10060,192287
202004281132_,10065,10075,10055,10070,221751
202004281133_,10070,10075,10060,10070,119772
202004281134_,10065,10075,10065,10070,132509
202004281135_,10070,10075,10065,10075,84911
202004281136_,10075,10085,10070,10075,315076
202004281137_,10075,10080,10065,10080,187948
202004281138_,10080,10085,10070,10080,91273
202004281139_,10080,10095,10080,10090,115026
202004281140_,10090,10100,10090,10095,280843
202004281141_,10095,10110,10095,10110,490598
202004281142_,10110,10110,10100,10105,204314
202004281143_,10105,10110,10095,10100,154996
202004281144_,10100,10100,10090,10090,177701
202004281145_,10095,10095,10080,10090,240028
202004281146_,10085,10100,10085,10095,77405
202004281147_,10090,10105,10090,10100,118517
202004281148_,10100,10110,10095,10100,187327
202004281149_,10100,10105,10095,10100,169321
202004281150_,10105,10110,10095,10110,108194
202004281151_,10115,10120,10105,10110,132188
202004281152_,10110,10115,10095,10105,124561
202004281153_,10105,10115,10100,10110,58515
202004281154_,10110,10110,10100,10105,64277
202004281155_,10105,10115,10105,10115,64349
202004281156_,10115,10125,10110,10115,243805
202004281157_,10115,10120,10110,10120,63167
202004281158_,10125,10130,10120,10130,73032
202004281159_,10125,10130,10115,10120,310636
202004281200_,10115,10140,10115,10135,345889
202004281201_,10135,10140,10125,10140,359700
202004281202_,10140,10145,10130,10135,205223
202004281203_,10140,10140,10115,10120,204235
202004281204_,10120,10120,10110,10110,163224
202004281205_,10110,10115,10100,10100,259564
202004281206_,10105,10105,10090,10090,308684
202004281207_,10095,10100,10090,10095,75130
202004281208_,10095,10105,10090,10100,221313
202004281209_,10095,10105,10090,10090,279210
202004281210_,10090,10095,10080,10090,174148
202004281211_,10090,10095,10090,10095,49825
202004281212_,10095,10100,10090,10095,31561
202004281213_,10095,10105,10095,10100,81734
202004281214_,10100,10115,10100,10110,168289
202004281215_,10110,10115,10100,10115,119278
202004281216_,10115,10115,10105,10105,56632
202004281217_,10100,10100,10080,10090,230154
202004281218_,10085,10100,10080,10095,225182
202004281219_,10095,10105,10090,10100,56624
202004281220_,10095,10105,10095,10100,27389
202004281221_,10100,10100,10090,10100,55775
202004281222_,10100,10100,10095,10095,45800
202004281223_,10090,10095,10075,10085,170925
202004281224_,10085,10095,10085,10095,51852
202004281225_,10095,10100,10085,10085,84737
202004281226_,10085,10090,10080,10085,90622
202004281227_,10080,10095,10080,10090,34231
202004281228_,10090,10095,10085,10095,29135
202004281229_,10095,10100,10090,10100,143120
202004281230_,10105,10115,10105,10115,124108
202004281231_,10110,10110,10100,10100,242560
202004281232_,10105,10120,10105,10120,139217
202004281233_,10115,10130,10110,10130,388163
202004281234_,10125,10135,10120,10130,212143
202004281235_,10135,10140,10120,10140,262113
202004281236_,10140,10140,10125,10135,425105
202004281237_,10130,10140,10130,10130,209888
202004281238_,10135,10135,10120,10130,180495
202004281239_,10130,10135,10120,10120,100461
202004281240_,10125,10130,10115,10115,134385
202004281241_,10120,10125,10120,10125,49550
202004281242_,10120,10125,10115,10120,71292
202004281243_,10115,10120,10115,10115,64095
202004281244_,10120,10125,10115,10125,99572
202004281245_,10130,10130,10115,10125,121176
202004281246_,10120,10125,10115,10115,122683
202004281247_,10120,10125,10115,10120,16555
202004281248_,10125,10135,10120,10135,104759
202004281249_,10135,10150,10130,10150,580122
202004281250_,10145,10155,10135,10150,469046
202004281251_,10150,10150,10140,10150,150284
202004281252_,10150,10160,10145,10155,443452
202004281253_,10155,10155,10150,10150,148493
202004281254_,10150,10155,10140,10145,199269
202004281255_,10145,10155,10145,10150,45750
202004281256_,10145,10155,10135,10140,195329
202004281257_,10135,10140,10125,10125,241419
202004281258_,10125,10135,10125,10130,256318
202004281259_,10130,10135,10120,10130,110671
202004281300_,10130,10135,10125,10125,38649
202004281301_,10125,10130,10120,10130,67680
202004281302_,10130,10140,10125,10135,58738
202004281303_,10135,10135,10130,10135,57213
202004281304_,10135,10135,10125,10130,90432
202004281305_,10130,10130,10115,10115,136723
202004281306_,10115,10120,10105,10105,335403
202004281307_,10110,10110,10095,10095,221657
202004281308_,10095,10100,10080,10080,232117
202004281309_,10085,10090,10080,10090,161441
202004281310_,10085,10090,10075,10080,179680
202004281311_,10080,10080,10065,10070,369043
202004281312_,10070,10075,10060,10065,302429
202004281313_,10065,10080,10065,10080,228813
202004281314_,10080,10080,10070,10075,118253
202004281315_,10075,10080,10070,10080,94112
202004281316_,10075,10075,10060,10075,224025
202004281317_,10075,10075,10070,10070,47353
202004281318_,10070,10090,10070,10085,216564
202004281319_,10085,10090,10080,10085,249111
202004281320_,10085,10095,10080,10090,105117
202004281321_,10090,10090,10070,10080,115883
202004281322_,10075,10085,10075,10075,66822
202004281323_,10075,10085,10070,10085,157145
202004281324_,10085,10090,10075,10080,122883
202004281325_,10080,10085,10075,10080,71421
202004281326_,10080,10090,10080,10085,85008
202004281327_,10085,10090,10080,10085,17630
202004281328_,10085,10100,10085,10100,139779
202004281329_,10100,10115,10100,10115,328193
202004281330_,10115,10115,10105,10110,60975
202004281331_,10110,10110,10095,10105,193757
202004281332_,10105,10110,10100,10110,69114
202004281333_,10110,10110,10105,10110,66179
202004281334_,10110,10120,10105,10120,184010
202004281335_,10120,10125,10115,10115,35656
202004281336_,10120,10120,10115,10120,84871
202004281337_,10120,10135,10115,10135,408983
202004281338_,10130,10140,10130,10140,211749
202004281339_,10135,10140,10125,10125,93952
202004281340_,10130,10135,10125,10130,104258
202004281341_,10130,10135,10130,10130,54675
202004281342_,10135,10135,10120,10125,95853
202004281343_,10125,10130,10120,10130,120610
202004281344_,10125,10135,10125,10130,127652
202004281345_,10130,10135,10130,10130,46770
202004281346_,10125,10130,10125,10130,135119
202004281347_,10130,10145,10130,10145,327631
202004281348_,10145,10150,10135,10135,141815
202004281349_,10135,10140,10125,10130,70469
202004281350_,10130,10135,10125,10130,53308
202004281351_,10130,10135,10120,10130,74175
202004281352_,10130,10130,10120,10130,194809
202004281353_,10130,10135,10125,10135,90696
202004281354_,10135,10140,10135,10135,40838
202004281355_,10135,10145,10135,10145,98571
202004281356_,10145,10150,10140,10140,195122
202004281357_,10145,10145,10135,10140,118426
202004281358_,10135,10140,10130,10135,156597
202004281359_,10135,10145,10135,10140,71190
202004281400_,10135,10140,10110,10115,269770
202004281401_,10110,10125,10105,10120,255478
202004281402_,10120,10135,10120,10130,254684
202004281403_,10130,10135,10130,10135,98037
202004281404_,10130,10135,10125,10130,289630
202004281405_,10135,10135,10125,10130,115822
202004281406_,10130,10145,10130,10140,232860
202004281407_,10140,10145,10135,10145,152719
202004281408_,10145,10150,10140,10150,177177
202004281409_,10150,10170,10145,10170,538516
202004281410_,10170,10200,10170,10195,1092541
202004281411_,10195,10210,10190,10200,1008887
202004281412_,10195,10205,10190,10195,695601
202004281413_,10195,10200,10190,10190,365062
202004281414_,10190,10195,10180,10185,256945
202004281415_,10180,10185,10175,10185,319765
202004281416_,10190,10190,10180,10190,137178
202004281417_,10190,10200,10185,10200,513291
202004281418_,10200,10215,10200,10210,910671
202004281419_,10205,10210,10195,10205,361296
202004281420_,10200,10210,10190,10190,295685
202004281421_,10190,10200,10190,10195,164638
202004281422_,10195,10200,10185,10195,167579
202004281423_,10190,10195,10185,10190,140702
202004281424_,10195,10210,10195,10205,437547
202004281425_,10205,10215,10195,10200,296787
202004281426_,10195,10205,10195,10195,109533
202004281427_,10195,10195,10185,10190,194103
202004281428_,10190,10200,10180,10185,105075
202004281429_,10185,10195,10185,10190,127662
202004281430_,10190,10200,10185,10195,358603
202004281431_,10195,10200,10180,10185,146891
202004281432_,10185,10190,10180,10185,117851
202004281433_,10180,10195,10180,10185,285978
202004281434_,10185,10185,10170,10185,323471
202004281435_,10185,10200,10180,10195,262601
202004281436_,10200,10205,10195,10195,474986
202004281437_,10195,10200,10185,10190,109250
202004281438_,10190,10200,10190,10195,181488
202004281439_,10195,10200,10195,10195,282911
202004281440_,10195,10200,10190,10190,232461
202004281441_,10185,10200,10185,10195,165099
202004281442_,10195,10195,10180,10185,261772
202004281443_,10185,10185,10170,10175,253977
202004281444_,10180,10185,10170,10175,303099
202004281445_,10180,10190,10170,10170,319091
202004281446_,10170,10170,10135,10140,499518
202004281447_,10140,10140,10120,10135,475722
202004281448_,10135,10140,10125,10135,261490
202004281449_,10135,10150,10130,10150,201189
202004281450_,10150,10155,10140,10140,238699
202004281451_,10145,10160,10140,10155,95950
202004281452_,10155,10165,10155,10165,295035
202004281453_,10165,10185,10160,10185,394680
202004281454_,10185,10190,10180,10185,123028
202004281455_,10190,10215,10185,10205,1524971
202004281456_,10205,10210,10195,10200,360264
202004281457_,10200,10205,10190,10195,496748
202004281458_,10195,10200,10180,10180,150930
202004281459_,10180,10190,10180,10185,264740
202004281500_,10180,10190,10150,10170,535828
202004281501_,10165,10180,10165,10180,190244
202004281502_,10175,10185,10175,10180,240755
202004281503_,10180,10190,10180,10185,245914
202004281504_,10185,10195,10180,10180,271970
202004281505_,10180,10200,10180,10195,415492
202004281506_,10200,10200,10185,10195,515313
202004281507_,10190,10205,10190,10195,326882
202004281508_,10195,10205,10195,10200,710465
202004281509_,10200,10210,10190,10195,643064
202004281510_,10200,10200,10190,10195,205268
202004281511_,10190,10195,10180,10190,309995
202004281512_,10190,10200,10190,10195,256845
202004281513_,10190,10195,10190,10190,239527
202004281514_,10195,10200,10195,10195,268240
202004281515_,10195,10210,10195,10210,819571
202004281516_,10205,10225,10205,10225,656782
202004281517_,10225,10225,10210,10215,308765
202004281518_,10215,10225,10215,10225,292544
202004281519_,10220,10225,10215,10220,414664
202004281530_,10235,10235,10235,10235,1118860
202004281535_,10235,10235,10235,10235,635322
