Transaction time,opening,highest,lowest,current,amount
202004290900_,10250,10265,10235,10245,795300
202004290901_,10245,10280,10245,10260,551750
202004290902_,10260,10295,10255,10290,551925
202004290903_,10285,10305,10270,10275,703031
202004290904_,10275,10290,10265,10270,281658
202004290905_,10270,10290,10255,10255,347992
202004290906_,10260,10280,10255,10275,305794
202004290907_,10280,10280,10260,10270,178591
202004290908_,10270,10270,10230,10235,348690
202004290909_,10230,10235,10210,10210,463168
202004290910_,10210,10240,10200,10235,299934
202004290911_,10240,10240,10215,10240,252172
202004290912_,10235,10240,10215,10225,105764
202004290913_,10220,10240,10220,10235,210685
202004290914_,10235,10245,10235,10235,183147
202004290915_,10240,10250,10235,10240,259962
202004290916_,10240,10250,10230,10245,368701
202004290917_,10245,10275,10240,10270,426474
202004290918_,10275,10300,10270,10295,639163
202004290919_,10295,10315,10290,10315,822883
202004290920_,10315,10335,10310,10335,826231
202004290921_,10330,10340,10310,10335,659889
202004290922_,10330,10340,10325,10325,598970
202004290923_,10325,10335,10315,10330,549286
202004290924_,10330,10340,10325,10325,355720
202004290925_,10325,10330,10300,10320,401195
202004290926_,10320,10325,10285,10295,516673
202004290927_,10295,10310,10285,10290,295509
202004290928_,10290,10300,10275,10295,256814
202004290929_,10295,10310,10290,10305,380624
202004290930_,10305,10325,10305,10320,310779
202004290931_,10320,10325,10310,10320,292868
202004290932_,10315,10330,10315,10330,214945
202004290933_,10330,10345,10325,10330,654641
202004290934_,10325,10340,10325,10330,276275
202004290935_,10335,10340,10325,10325,320883
202004290936_,10325,10330,10315,10325,182942
202004290937_,10325,10330,10315,10320,165481
202004290938_,10320,10325,10300,10305,239088
202004290939_,10300,10305,10290,10305,204107
202004290940_,10305,10310,10280,10285,303570
202004290941_,10290,10295,10280,10285,261182
202004290942_,10290,10300,10280,10290,260179
202004290943_,10295,10300,10270,10270,346348
202004290944_,10275,10285,10270,10275,392546
202004290945_,10275,10275,10260,10275,222010
202004290946_,10270,10295,10270,10285,181687
202004290947_,10285,10300,10275,10300,312846
202004290948_,10295,10305,10295,10300,209441
202004290949_,10305,10305,10280,10295,236802
202004290950_,10295,10320,10295,10320,237636
202004290951_,10320,10320,10315,10315,341442
202004290952_,10315,10320,10310,10315,103598
202004290953_,10310,10330,10310,10320,495385
202004290954_,10325,10335,10320,10335,327091
202004290955_,10335,10340,10330,10335,308816
202004290956_,10330,10365,10330,10355,1288833
202004290957_,10350,10365,10350,10360,359266
202004290958_,10365,10365,10335,10340,580339
202004290959_,10340,10360,10340,10360,350705
202004291000_,10360,10370,10345,10345,406222
202004291001_,10345,10350,10335,10335,207176
202004291002_,10335,10345,10325,10340,285178
202004291003_,10340,10365,10335,10365,218704
202004291004_,10365,10370,10360,10365,324819
202004291005_,10365,10380,10365,10365,321287
202004291006_,10365,10385,10365,10375,382580
202004291007_,10370,10375,10355,10355,329127
202004291008_,10355,10375,10355,10370,222085
202004291009_,10370,10395,10365,10390,477388
202004291010_,10390,10400,10390,10395,519113
202004291011_,10400,10420,10390,10420,733063
202004291012_,10420,10430,10415,10430,682995
202004291013_,10430,10435,10410,10425,672776
202004291014_,10425,10430,10405,10425,459660
202004291015_,10425,10425,10410,10415,254695
202004291016_,10420,10425,10415,10420,333466
202004291017_,10420,10440,10420,10435,618979
202004291018_,10435,10440,10420,10430,289187
202004291019_,10430,10435,10420,10420,96773
202004291020_,10420,10455,10420,10450,628716
202004291021_,10450,10465,10445,10460,491525
202004291022_,10460,10485,10455,10480,730836
202004291023_,10475,10490,10470,10485,519892
202004291024_,10480,10495,10475,10485,487581
202004291025_,10490,10490,10475,10485,365783
202004291026_,10485,10490,10475,10485,316011
202004291027_,10490,10500,10485,10490,693026
202004291028_,10490,10505,10485,10505,851024
202004291029_,10505,10515,10485,10490,623336
202004291030_,10490,10495,10480,10490,703858
202004291031_,10485,10495,10480,10485,297684
202004291032_,10480,10500,10480,10490,557417
202004291033_,10490,10500,10480,10495,290594
202004291034_,10490,10495,10470,10475,491431
202004291035_,10475,10480,10460,10470,447506
202004291036_,10475,10490,10465,10490,388425
202004291037_,10490,10500,10485,10490,570153
202004291038_,10490,10505,10490,10495,625930
202004291039_,10495,10505,10480,10485,500112
202004291040_,10485,10490,10480,10485,196763
202004291041_,10485,10490,10465,10470,445173
202004291042_,10475,10475,10450,10455,470612
202004291043_,10455,10475,10450,10470,230885
202004291044_,10470,10480,10465,10465,177128
202004291045_,10465,10475,10450,10455,354816
202004291046_,10460,10465,10455,10465,154207
202004291047_,10465,10475,10460,10470,315046
202004291048_,10470,10470,10450,10455,179845
202004291049_,10460,10460,10450,10455,178762
202004291050_,10450,10475,10450,10470,170168
202004291051_,10465,10470,10450,10455,94437
202004291052_,10455,10465,10445,10455,284297
202004291053_,10455,10470,10450,10470,149355
202004291054_,10465,10480,10465,10470,536111
202004291055_,10470,10480,10460,10465,196283
202004291056_,10465,10470,10455,10460,166345
202004291057_,10460,10465,10445,10450,323826
202004291058_,10450,10460,10445,10445,121985
202004291059_,10445,10450,10430,10435,342556
202004291100_,10435,10445,10425,10440,498242
202004291101_,10440,10455,10430,10445,349565
202004291102_,10450,10450,10435,10440,138447
202004291103_,10440,10450,10430,10440,177422
202004291104_,10440,10450,10430,10445,193812
202004291105_,10445,10450,10440,10445,90171
202004291106_,10450,10455,10440,10450,306397
202004291107_,10450,10460,10450,10450,356782
202004291108_,10455,10455,10445,10445,95298
202004291109_,10445,10455,10435,10440,202067
202004291110_,10435,10455,10435,10450,127038
202004291111_,10450,10455,10445,10450,118374
202004291112_,10450,10450,10435,10440,98361
202004291113_,10440,10450,10435,10440,114437
202004291114_,10440,10445,10435,10440,106359
202004291115_,10435,10440,10400,10410,616502
202004291116_,10410,10420,10405,10420,220125
202004291117_,10420,10430,10415,10430,149009
202004291118_,10425,10440,10425,10430,274262
202004291119_,10435,10450,10430,10445,244925
202004291120_,10445,10450,10440,10445,140602
202004291121_,10445,10455,10445,10450,179827
202004291122_,10455,10465,10445,10465,305417
202004291123_,10465,10465,10455,10465,270221
202004291124_,10460,10465,10450,10460,200693
