Transaction time,opening,highest,lowest,current,amount
202003030900_,12600,12665,12595,12665,2753839
202003030901_,12660,12670,12605,12605,1047442
202003030902_,12605,12640,12595,12630,1155427
202003030903_,12630,12640,12615,12630,821075
202003030904_,12635,12640,12580,12580,610192
202003030905_,12580,12585,12515,12520,674003
202003030906_,12520,12570,12500,12570,708640
202003030907_,12570,12575,12550,12560,430268
202003030908_,12560,12565,12545,12550,516868
202003030909_,12550,12590,12545,12590,448787
202003030910_,12590,12605,12585,12600,480395
202003030911_,12600,12600,12580,12585,266032
202003030912_,12585,12590,12550,12555,362063
202003030913_,12555,12585,12550,12565,185821
202003030914_,12560,12570,12550,12560,154824
202003030915_,12560,12560,12530,12530,305988
202003030916_,12530,12535,12500,12500,461553
202003030917_,12505,12520,12500,12505,311331
202003030918_,12500,12510,12490,12500,358561
202003030919_,12495,12515,12495,12510,172506
202003030920_,12510,12530,12505,12525,201871
202003030921_,12530,12570,12525,12555,264347
202003030922_,12555,12555,12520,12535,350152
202003030923_,12540,12570,12535,12570,267043
202003030924_,12565,12575,12555,12570,351767
202003030925_,12570,12575,12560,12565,123927
202003030926_,12570,12570,12530,12530,287382
202003030927_,12535,12540,12515,12520,245522
202003030928_,12520,12525,12510,12510,205439
202003030929_,12510,12530,12500,12505,210140
202003030930_,12500,12540,12500,12535,135955
202003030931_,12535,12540,12520,12535,100418
202003030932_,12535,12540,12520,12530,125288
202003030933_,12525,12540,12525,12535,66153
202003030934_,12530,12535,12520,12530,86468
202003030935_,12530,12535,12520,12530,83226
202003030936_,12530,12535,12515,12530,137835
202003030937_,12530,12560,12525,12555,244242
202003030938_,12555,12560,12540,12560,171384
202003030939_,12555,12565,12550,12565,183436
202003030940_,12565,12575,12540,12545,227000
202003030941_,12550,12570,12545,12565,123222
202003030942_,12565,12580,12555,12570,261823
202003030943_,12570,12585,12570,12575,167278
202003030944_,12575,12580,12570,12575,81274
202003030945_,12575,12580,12530,12535,247163
202003030946_,12540,12555,12535,12550,139346
202003030947_,12545,12560,12540,12540,125770
202003030948_,12545,12550,12530,12535,112067
202003030949_,12535,12540,12525,12530,104136
202003030950_,12535,12560,12525,12555,118336
202003030951_,12555,12555,12540,12550,150711
202003030952_,12550,12560,12550,12555,127309
202003030953_,12555,12560,12545,12555,86083
202003030954_,12550,12550,12530,12535,83356
202003030955_,12535,12560,12530,12560,106984
202003030956_,12555,12560,12550,12555,45254
