Transaction time,opening,highest,lowest,current,amount
202008110900_,15455,15470,15435,15460,1419406
202008110901_,15460,15530,15450,15530,792027
202008110902_,15530,15530,15485,15500,560376
202008110903_,15500,15570,15500,15570,870858
202008110904_,15565,15590,15555,15585,724291
202008110905_,15585,15605,15570,15580,606089
202008110906_,15585,15605,15570,15595,398398
202008110907_,15595,15640,15585,15625,431495
202008110908_,15630,15640,15615,15635,405421
202008110909_,15630,15635,15615,15620,381490
202008110910_,15625,15635,15615,15620,246546
202008110911_,15625,15635,15620,15620,195975
202008110912_,15625,15635,15600,15635,336453
202008110913_,15630,15650,15615,15615,481223
202008110914_,15615,15615,15590,15595,279059
202008110915_,15595,15600,15560,15600,445483
202008110916_,15600,15620,15590,15590,239228
202008110917_,15590,15605,15565,15580,258505
202008110918_,15580,15585,15560,15585,253911
202008110919_,15580,15600,15580,15595,109468
202008110920_,15590,15595,15550,15560,186466
202008110921_,15560,15580,15550,15575,160152
202008110922_,15575,15585,15560,15570,123398
202008110923_,15570,15575,15550,15560,122181
202008110924_,15560,15580,15550,15575,163876
202008110925_,15580,15595,15575,15595,129571
202008110926_,15590,15605,15580,15580,162821
202008110927_,15585,15585,15540,15545,342590
202008110928_,15545,15565,15540,15560,108040
202008110929_,15560,15570,15545,15565,121524
202008110930_,15570,15660,15570,15635,966422
202008110931_,15640,15655,15635,15635,276255
202008110932_,15640,15670,15635,15665,430675
202008110933_,15665,15675,15650,15655,267210
202008110934_,15660,15665,15640,15640,275892
202008110935_,15640,15645,15630,15640,80518
202008110936_,15635,15665,15635,15655,84588
202008110937_,15655,15655,15640,15650,115428
202008110938_,15650,15665,15645,15645,163007
202008110939_,15650,15650,15620,15640,190918
202008110940_,15635,15635,15585,15590,304215
202008110941_,15595,15595,15575,15575,239625
202008110942_,15575,15590,15565,15590,132045
202008110943_,15590,15590,15550,15555,345188
202008110944_,15555,15560,15545,15550,307171
202008110945_,15555,15555,15530,15540,249942
202008110946_,15545,15560,15530,15545,186176
202008110947_,15540,15565,15520,15560,226851
202008110948_,15555,15575,15555,15570,185027
202008110949_,15570,15585,15560,15570,201555
202008110950_,15570,15570,15535,15540,112139
202008110951_,15540,15555,15530,15540,108778
202008110952_,15540,15545,15530,15540,48444
202008110953_,15540,15580,15535,15575,102355
202008110954_,15575,15595,15575,15590,261163
202008110955_,15590,15605,15565,15570,220996
202008110956_,15575,15575,15555,15565,119323
202008110957_,15570,15595,15570,15570,90617
202008110958_,15570,15585,15565,15585,109264
202008110959_,15590,15600,15570,15595,134183
202008111000_,15595,15615,15570,15575,320780
202008111001_,15580,15585,15560,15575,113226
202008111002_,15575,15575,15555,15565,118151
202008111003_,15565,15565,15545,15555,193596
202008111004_,15550,15565,15545,15550,160348
202008111005_,15550,15560,15535,15560,142598
202008111006_,15555,15585,15555,15580,120961
202008111007_,15580,15600,15575,15600,305947
202008111008_,15595,15605,15590,15600,129400
202008111009_,15600,15630,15600,15625,357847
202008111010_,15620,15625,15610,15615,119428
202008111011_,15610,15620,15595,15620,157190
202008111012_,15620,15620,15610,15610,41137
202008111013_,15605,15625,15600,15625,172103
202008111014_,15620,15655,15620,15625,482718
202008111015_,15625,15645,15620,15635,102378
202008111016_,15640,15655,15630,15640,233735
202008111017_,15640,15645,15625,15635,150495
202008111018_,15640,15670,15640,15670,395668
202008111019_,15665,15690,15665,15680,498575
202008111020_,15685,15690,15665,15670,252573
202008111021_,15665,15690,15665,15680,158788
202008111022_,15685,15695,15675,15675,192593
202008111023_,15680,15695,15670,15695,137127
202008111024_,15690,15695,15675,15675,76807
202008111025_,15680,15685,15670,15670,71505
202008111026_,15675,15680,15660,15670,306085
202008111027_,15670,15680,15660,15680,170785
202008111028_,15680,15685,15665,15675,122019
202008111029_,15670,15680,15665,15680,48745
202008111030_,15675,15700,15675,15685,202764
202008111031_,15690,15700,15680,15690,100381
202008111032_,15685,15725,15685,15720,632453
202008111033_,15720,15730,15715,15720,548760
202008111034_,15725,15745,15720,15740,469762
202008111035_,15740,15765,15740,15765,389196
202008111036_,15760,15790,15750,15785,598499
202008111037_,15790,15795,15765,15785,434483
202008111038_,15785,15800,15780,15790,354582
202008111039_,15790,15795,15780,15785,122648
202008111040_,15785,15815,15785,15810,473332
202008111041_,15805,15810,15795,15805,237844
202008111042_,15805,15810,15780,15785,164695
202008111043_,15785,15795,15775,15780,175700
202008111044_,15780,15795,15780,15780,121333
202008111045_,15785,15800,15780,15800,132450
202008111046_,15800,15820,15795,15820,257503
202008111047_,15820,15835,15815,15825,326123
202008111048_,15825,15840,15825,15835,240281
202008111049_,15830,15850,15825,15845,223351
202008111050_,15845,15865,15845,15860,367324
202008111051_,15860,15870,15835,15835,292724
202008111052_,15835,15840,15815,15820,164843
202008111053_,15820,15835,15810,15830,146994
202008111054_,15830,15835,15820,15825,117815
202008111055_,15830,15835,15820,15830,65023
202008111056_,15830,15840,15815,15820,134269
202008111057_,15815,15820,15800,15810,206177
202008111058_,15805,15810,15800,15805,99084
202008111059_,15805,15810,15790,15790,103795
202008111100_,15790,15815,15780,15810,118060
202008111101_,15805,15810,15795,15805,144410
202008111102_,15805,15810,15800,15800,76823
202008111103_,15805,15815,15795,15805,154129
202008111104_,15805,15810,15800,15805,58519
202008111105_,15815,15825,15810,15825,91292
202008111106_,15815,15830,15815,15825,104640
202008111107_,15825,15830,15815,15825,89201
202008111108_,15830,15830,15810,15810,94861
202008111109_,15815,15820,15805,15810,109721
202008111110_,15810,15835,15810,15830,62985
202008111111_,15830,15830,15815,15825,40280
202008111112_,15820,15825,15805,15815,112420
202008111113_,15815,15825,15810,15820,32904
202008111114_,15820,15825,15810,15815,39006
202008111115_,15815,15825,15810,15815,59117
202008111116_,15815,15815,15795,15805,175415
202008111117_,15805,15810,15800,15800,43260
202008111118_,15800,15815,15800,15805,107113
202008111119_,15805,15810,15795,15795,75736
202008111120_,15795,15805,15790,15800,161547
202008111121_,15805,15825,15805,15820,114533
202008111122_,15820,15835,15820,15835,119752
202008111123_,15830,15840,15825,15830,172730
202008111124_,15830,15835,15820,15825,94304
202008111125_,15830,15840,15825,15840,177777
202008111126_,15840,15845,15830,15830,51562
202008111127_,15830,15835,15820,15830,31693
202008111128_,15830,15845,15830,15840,111855
202008111129_,15840,15845,15815,15820,78228
202008111130_,15820,15845,15820,15840,75748
202008111131_,15845,15850,15840,15845,43437
202008111132_,15845,15850,15840,15845,185971
202008111133_,15845,15850,15840,15850,154793
202008111134_,15850,15870,15850,15865,163172
202008111135_,15865,15870,15850,15855,123146
202008111136_,15855,15865,15840,15840,107775
202008111137_,15840,15840,15825,15835,153098
202008111138_,15835,15840,15830,15840,79907
202008111139_,15835,15835,15815,15820,152972
202008111140_,15825,15825,15800,15805,107210
202008111141_,15805,15815,15800,15800,169890
202008111142_,15805,15815,15800,15810,34360
202008111143_,15810,15830,15805,15820,63062
202008111144_,15825,15830,15820,15825,66274
202008111145_,15825,15845,15820,15840,103169
202008111146_,15840,15845,15830,15835,24760
202008111147_,15835,15845,15830,15835,64012
202008111148_,15830,15845,15830,15835,44251
202008111149_,15840,15840,15830,15835,17961
202008111150_,15840,15840,15825,15830,6120
202008111151_,15830,15835,15830,15830,40902
202008111152_,15835,15855,15830,15850,204226
202008111153_,15850,15875,15845,15865,353355
202008111154_,15870,15880,15860,15865,213998
202008111155_,15865,15875,15865,15870,82760
202008111156_,15875,15880,15860,15860,143987
202008111157_,15860,15875,15845,15875,112748
202008111158_,15875,15880,15860,15860,43220
202008111159_,15860,15865,15850,15860,109205
202008111200_,15865,15890,15860,15885,251093
202008111201_,15885,15895,15875,15885,186719
202008111202_,15885,15895,15880,15895,63302
202008111203_,15895,15900,15885,15900,174432
202008111204_,15900,15920,15890,15920,383011
202008111205_,15920,15940,15915,15930,441404
202008111206_,15930,15945,15925,15925,184216
202008111207_,15930,15935,15920,15935,70103
202008111208_,15935,15950,15930,15950,160780
202008111209_,15950,15950,15930,15945,143259
202008111210_,15945,15960,15940,15955,195727
202008111211_,15950,15955,15930,15935,144640
202008111212_,15935,15955,15930,15955,153897
202008111213_,15950,15960,15940,15950,81409
202008111214_,15950,15955,15940,15945,61611
202008111215_,15945,15975,15940,15970,191702
202008111216_,15970,15980,15965,15970,180672
202008111217_,15970,15980,15965,15980,80922
202008111218_,15980,15980,15965,15975,119602
202008111219_,15975,15980,15960,15965,147072
202008111220_,15965,15965,15955,15960,119613
202008111221_,15960,15980,15960,15980,93208
202008111222_,15980,15980,15965,15970,127538
202008111223_,15970,15975,15965,15970,76547
202008111224_,15970,15985,15960,15980,150270
202008111225_,15980,15985,15975,15975,103658
202008111226_,15975,15980,15960,15960,62985
202008111227_,15960,15965,15940,15945,130594
202008111228_,15950,15965,15940,15945,134530
202008111229_,15945,15960,15940,15960,85774
202008111230_,15960,15960,15940,15945,101829
202008111231_,15950,15950,15940,15945,77402
202008111232_,15950,15955,15945,15950,102422
202008111233_,15950,15950,15935,15935,137552
202008111234_,15940,15940,15925,15925,130625
202008111235_,15925,15940,15925,15940,60951
202008111236_,15935,15950,15935,15945,96629
202008111237_,15945,15945,15935,15940,25502
202008111238_,15935,15945,15935,15940,33702
202008111239_,15945,15945,15935,15935,43179
202008111240_,15935,15945,15935,15935,16570
202008111241_,15940,15940,15930,15930,52499
202008111242_,15935,15935,15925,15930,67970
202008111243_,15925,15940,15925,15935,81182
202008111244_,15940,15945,15935,15940,61957
202008111245_,15945,15945,15935,15935,21288
202008111246_,15935,15940,15935,15940,51571
202008111247_,15935,15960,15935,15945,123980
202008111248_,15945,15955,15945,15950,39104
202008111249_,15950,15965,15950,15960,88375
202008111250_,15960,15960,15955,15960,9539
202008111251_,15955,15960,15950,15950,62794
202008111252_,15950,15955,15945,15945,52742
202008111253_,15945,15955,15945,15955,36662
202008111254_,15960,15975,15955,15970,96199
202008111255_,15970,15970,15935,15940,120440
202008111256_,15935,15940,15900,15900,311266
202008111257_,15900,15915,15880,15910,156026
202008111258_,15905,15910,15895,15895,177505
202008111259_,15895,15900,15880,15885,216640
202008111300_,15890,15895,15875,15895,76989
202008111301_,15895,15910,15885,15905,112171
202008111302_,15910,15910,15895,15905,88562
202008111303_,15905,15915,15905,15910,83198
