Transaction time,opening,highest,lowest,current,amount
202006010900_,11215,11230,11215,11220,506635
202006010901_,11220,11265,11200,11245,591448
202006010902_,11240,11270,11225,11225,389702
202006010903_,11230,11280,11225,11270,261023
202006010904_,11270,11280,11260,11275,251332
202006010905_,11275,11305,11275,11300,677056
202006010906_,11300,11310,11290,11295,309772
202006010907_,11295,11315,11295,11300,373919
202006010908_,11300,11315,11300,11310,233337
202006010909_,11315,11335,11310,11330,419152
202006010910_,11335,11350,11330,11345,520998
202006010911_,11340,11355,11330,11330,436260
202006010912_,11330,11335,11315,11320,247811
202006010913_,11315,11330,11310,11325,285356
202006010914_,11325,11330,11315,11325,133755
202006010915_,11330,11350,11325,11345,471000
202006010916_,11350,11375,11350,11360,531479
202006010917_,11365,11365,11345,11355,529588
202006010918_,11360,11375,11355,11365,408157
202006010919_,11365,11385,11360,11370,597619
202006010920_,11365,11380,11365,11370,277103
202006010921_,11370,11385,11370,11380,287504
202006010922_,11380,11400,11380,11390,492093
202006010923_,11390,11395,11385,11385,161861
202006010924_,11385,11385,11350,11365,387072
202006010925_,11365,11380,11355,11360,229758
202006010926_,11355,11360,11345,11350,317820
202006010927_,11350,11370,11345,11360,275020
202006010928_,11365,11370,11360,11365,82875
202006010929_,11365,11370,11350,11350,183925
202006010930_,11350,11390,11345,11385,428690
202006010931_,11380,11395,11380,11390,260532
202006010932_,11390,11400,11380,11385,563763
202006010933_,11380,11390,11355,11360,268272
202006010934_,11365,11365,11345,11360,214519
202006010935_,11360,11365,11330,11330,282566
202006010936_,11335,11345,11320,11345,342453
202006010937_,11340,11360,11340,11355,197316
202006010938_,11360,11360,11345,11355,185253
202006010939_,11355,11370,11345,11350,198128
202006010940_,11355,11355,11345,11355,133476
202006010941_,11360,11360,11345,11345,133979
202006010942_,11345,11360,11345,11360,159751
202006010943_,11360,11380,11355,11375,295207
202006010944_,11380,11380,11355,11360,200773
202006010945_,11360,11360,11335,11345,246469
202006010946_,11345,11355,11330,11355,176401
202006010947_,11350,11380,11345,11375,267152
202006010948_,11380,11385,11370,11370,441165
202006010949_,11375,11385,11360,11385,138941
202006010950_,11385,11405,11380,11400,1012162
202006010951_,11405,11405,11390,11395,375806
202006010952_,11400,11405,11395,11405,337295
202006010953_,11405,11405,11390,11390,136087
202006010954_,11395,11400,11390,11395,201385
202006010955_,11395,11410,11395,11400,283183
202006010956_,11400,11400,11395,11395,79227
202006010957_,11395,11410,11395,11405,231917
202006010958_,11405,11415,11400,11405,402722
202006010959_,11410,11410,11395,11400,253557
202006011000_,11400,11405,11380,11385,236862
202006011001_,11390,11395,11365,11365,182739
202006011002_,11370,11385,11360,11385,178035
202006011003_,11380,11395,11375,11380,241701
202006011004_,11375,11385,11350,11355,367748
202006011005_,11350,11365,11345,11365,160779
