Time,Open,High,Low,Close,Volume
20230216090028,2860,2860,2860,2860,2876804
20230216090028,2865,2865,2865,2865,95186
20230216090028,2860,2860,2860,2860,3000
20230216090028,2865,2865,2865,2865,500
20230216090028,2860,2860,2860,2860,600
20230216090028,2860,2860,2860,2860,127
20230216090028,2860,2860,2860,2860,35
20230216090028,2860,2860,2860,2860,5
20230216090028,2860,2860,2860,2860,1631
20230216090028,2860,2860,2860,2860,1000
20230216090028,2860,2860,2860,2860,26
20230216090028,2865,2865,2865,2865,500
20230216090028,2865,2865,2865,2865,3472
20230216090028,2865,2865,2865,2865,3448
20230216090028,2860,2860,2860,2860,10554
20230216090028,2860,2860,2860,2860,5000
20230216090028,2860,2860,2860,2860,11000
20230216090028,2860,2860,2860,2860,1000
20230216090028,2865,2865,2865,2865,5000
20230216090028,2865,2865,2865,2865,659
20230216090028,2865,2865,2865,2865,3453
20230216090028,2865,2865,2865,2865,100
20230216090028,2865,2865,2865,2865,10000
20230216090028,2860,2860,2860,2860,5
20230216090028,2865,2865,2865,2865,528
20230216090028,2865,2865,2865,2865,3000
20230216090028,2865,2865,2865,2865,263
20230216090028,2865,2865,2865,2865,95186
20230216090028,2865,2865,2865,2865,89014
20230216090028,2870,2870,2870,2870,5258
20230216090028,2870,2870,2870,2870,34
20230216090029,2870,2870,2870,2870,2000
20230216090029,2870,2870,2870,2870,2150
20230216090029,2865,2865,2865,2865,1231
20230216090029,2865,2865,2865,2865,500
20230216090029,2870,2870,2870,2870,171
20230216090030,2865,2865,2865,2865,200
20230216090030,2865,2865,2865,2865,12000
20230216090030,2865,2865,2865,2865,500
20230216090030,2865,2865,2865,2865,100
20230216090030,2865,2865,2865,2865,103
20230216090030,2865,2865,2865,2865,8527
20230216090030,2860,2860,2860,2860,10
20230216090030,2865,2865,2865,2865,1000
20230216090030,2865,2865,2865,2865,500
20230216090031,2865,2865,2865,2865,100
20230216090031,2865,2865,2865,2865,161
20230216090031,2865,2865,2865,2865,1000
20230216090031,2865,2865,2865,2865,2014
20230216090031,2865,2865,2865,2865,2
20230216090031,2865,2865,2865,2865,15000
20230216090031,2865,2865,2865,2865,100
20230216090031,2865,2865,2865,2865,500
20230216090031,2865,2865,2865,2865,1000
20230216090032,2860,2860,2860,2860,500
20230216090032,2860,2860,2860,2860,1150
20230216090032,2865,2865,2865,2865,696
20230216090032,2865,2865,2865,2865,1000
20230216090032,2865,2865,2865,2865,50
20230216090032,2865,2865,2865,2865,11
20230216090032,2865,2865,2865,2865,500
20230216090032,2865,2865,2865,2865,30
20230216090032,2865,2865,2865,2865,300
20230216090033,2865,2865,2865,2865,773
20230216090033,2865,2865,2865,2865,10
20230216090033,2865,2865,2865,2865,5741
20230216090033,2865,2865,2865,2865,10
20230216090033,2865,2865,2865,2865,1200
20230216090033,2865,2865,2865,2865,1000
20230216090033,2860,2860,2860,2860,3000
20230216090033,2865,2865,2865,2865,1
20230216090033,2860,2860,2860,2860,3744
20230216090033,2865,2865,2865,2865,500
20230216090033,2865,2865,2865,2865,11
20230216090034,2865,2865,2865,2865,500
20230216090034,2865,2865,2865,2865,1063
20230216090034,2865,2865,2865,2865,800
20230216090034,2860,2860,2860,2860,10432
20230216090034,2865,2865,2865,2865,10
20230216090034,2865,2865,2865,2865,50
20230216090034,2860,2860,2860,2860,2548
20230216090034,2865,2865,2865,2865,100
20230216090034,2860,2860,2860,2860,3288
20230216090034,2860,2860,2860,2860,781
20230216090034,2860,2860,2860,2860,1149
20230216090034,2865,2865,2865,2865,11
20230216090034,2865,2865,2865,2865,297
20230216090035,2860,2860,2860,2860,5
20230216090035,2860,2860,2860,2860,1003
20230216090035,2865,2865,2865,2865,2000
20230216090035,2865,2865,2865,2865,10
20230216090035,2860,2860,2860,2860,1099
20230216090035,2860,2860,2860,2860,2000
20230216090035,2860,2860,2860,2860,2487
20230216090035,2860,2860,2860,2860,900
20230216090035,2860,2860,2860,2860,749
20230216090035,2860,2860,2860,2860,634
20230216090035,2865,2865,2865,2865,11
20230216090035,2860,2860,2860,2860,1001
20230216090035,2865,2865,2865,2865,186
20230216090035,2860,2860,2860,2860,811
20230216090036,2860,2860,2860,2860,521
20230216090036,2860,2860,2860,2860,2000
20230216090036,2860,2860,2860,2860,3817
20230216090036,2865,2865,2865,2865,100
20230216090036,2865,2865,2865,2865,11
20230216090036,2865,2865,2865,2865,1050
20230216090036,2860,2860,2860,2860,385
20230216090036,2865,2865,2865,2865,114
20230216090036,2860,2860,2860,2860,2301
20230216090036,2860,2860,2860,2860,4500
20230216090037,2860,2860,2860,2860,100
20230216090037,2865,2865,2865,2865,11
20230216090037,2860,2860,2860,2860,812
20230216090037,2860,2860,2860,2860,1100
20230216090037,2860,2860,2860,2860,3904
20230216090037,2860,2860,2860,2860,9000
20230216090037,2860,2860,2860,2860,1094
20230216090037,2865,2865,2865,2865,5000
20230216090037,2865,2865,2865,2865,349
20230216090037,2860,2860,2860,2860,1274
20230216090037,2865,2865,2865,2865,11
20230216090037,2860,2860,2860,2860,1000
20230216090037,2860,2860,2860,2860,4744
20230216090037,2860,2860,2860,2860,1675
20230216090038,2860,2860,2860,2860,151
20230216090038,2865,2865,2865,2865,10168
20230216090038,2865,2865,2865,2865,11
20230216090038,2860,2860,2860,2860,1818
20230216090038,2860,2860,2860,2860,994
20230216090038,2860,2860,2860,2860,100
20230216090038,2860,2860,2860,2860,200
20230216090038,2860,2860,2860,2860,700
20230216090038,2865,2865,2865,2865,11
20230216090038,2860,2860,2860,2860,1398
20230216090038,2860,2860,2860,2860,1300
20230216090038,2865,2865,2865,2865,11
20230216090038,2860,2860,2860,2860,606
20230216090039,2860,2860,2860,2860,400
20230216090039,2860,2860,2860,2860,2800
20230216090039,2860,2860,2860,2860,483
20230216090039,2860,2860,2860,2860,300
20230216090039,2860,2860,2860,2860,200
20230216090039,2860,2860,2860,2860,300
