Transaction time,opening,highest,lowest,current,amount
202008180900_,4010,4035,4005,4030,2413840
202008180901_,4030,4065,4030,4060,1913953
202008180902_,4060,4070,4045,4050,2854300
202008180903_,4050,4055,4020,4025,1702400
202008180904_,4025,4030,4015,4020,2127667
202008180905_,4020,4020,3995,4000,1668913
202008180906_,4000,4010,3990,4005,1308739
202008180907_,4005,4010,4000,4005,770667
202008180908_,4010,4025,4005,4015,898963
202008180909_,4020,4020,4010,4010,756239
202008180910_,4010,4025,4010,4020,650472
202008180911_,4020,4030,4015,4030,558917
202008180912_,4030,4035,4025,4030,938972
202008180913_,4035,4040,4010,4010,1176465
202008180914_,4015,4035,4005,4035,1033646
202008180915_,4035,4045,4030,4040,1191211
202008180916_,4040,4045,4030,4035,700194
202008180917_,4035,4045,4030,4035,750162
202008180918_,4035,4040,4030,4030,415171
202008180919_,4035,4050,4030,4045,657221
202008180920_,4045,4045,4020,4030,814107
202008180921_,4025,4035,4020,4035,469200
202008180922_,4030,4035,4020,4025,638901
202008180923_,4025,4030,4015,4020,643564
202008180924_,4015,4020,4010,4015,712420
202008180925_,4015,4015,4005,4005,1500702
202008180926_,4010,4015,4005,4005,680826
202008180927_,4005,4015,4005,4015,355111
202008180928_,4015,4020,4000,4000,1144780
202008180929_,4005,4005,4000,4005,179969
202008180930_,4000,4020,4000,4020,1434511
202008180931_,4015,4020,3995,4015,759899
202008180932_,4015,4025,4015,4025,366251
202008180933_,4020,4025,4015,4025,395603
202008180934_,4025,4025,4010,4025,264587
202008180935_,4020,4030,4015,4015,356147
202008180936_,4020,4020,4010,4010,212937
202008180937_,4015,4025,4010,4010,709905
202008180938_,4010,4015,4000,4015,406131
202008180939_,4010,4015,4010,4015,208338
202008180940_,4015,4025,4010,4025,320295
202008180941_,4025,4025,4005,4005,340041
202008180942_,4010,4010,4000,4005,550511
202008180943_,4010,4015,4005,4010,320387
202008180944_,4010,4015,4005,4015,412665
202008180945_,4010,4015,4005,4010,136256
202008180946_,4010,4010,4000,4010,777122
202008180947_,4010,4010,4000,4005,248110
202008180948_,4005,4010,4000,4010,116426
202008180949_,4010,4010,4000,4005,387844
202008180950_,4005,4005,4000,4005,302273
202008180951_,4005,4010,3995,4000,832551
202008180952_,4000,4000,3990,3995,814322
202008180953_,3995,3995,3990,3990,447309
202008180954_,3990,3995,3985,3995,942964
202008180955_,3995,4000,3985,4000,559473
202008180956_,4000,4000,3985,3995,455996
202008180957_,4000,4005,3995,4000,147249
202008180958_,4000,4015,4000,4010,736157
202008180959_,4015,4015,4005,4015,216292
202008181000_,4015,4020,4010,4015,788223
202008181001_,4015,4020,4010,4020,321083
202008181002_,4015,4025,4015,4015,581160
202008181003_,4015,4025,4015,4020,234848
202008181004_,4020,4025,4015,4015,199238
202008181005_,4020,4020,4010,4020,247953
202008181006_,4020,4025,4015,4020,701353
202008181007_,4020,4020,4010,4015,193372
202008181008_,4015,4025,4010,4020,245881
202008181009_,4025,4025,4020,4020,185706
202008181010_,4020,4025,4015,4020,491515
202008181011_,4020,4035,4020,4030,1014401
202008181012_,4030,4045,4030,4040,1264011
202008181013_,4040,4045,4035,4040,992290
202008181014_,4045,4045,4035,4040,294573
202008181015_,4040,4050,4040,4045,761164
202008181016_,4045,4055,4045,4045,584264
202008181017_,4050,4050,4045,4050,146927
202008181018_,4050,4050,4035,4045,862054
202008181019_,4040,4045,4035,4045,659893
202008181020_,4045,4050,4040,4045,177637
202008181021_,4045,4050,4040,4045,243068
202008181022_,4045,4050,4040,4045,181863
202008181023_,4045,4050,4040,4045,213903
202008181024_,4045,4050,4035,4040,567026
202008181025_,4035,4045,4035,4040,143109
202008181026_,4040,4040,4030,4040,593438
202008181027_,4040,4045,4035,4040,403880
202008181028_,4040,4040,4030,4030,381954
202008181029_,4030,4035,4030,4035,256387
202008181030_,4035,4045,4030,4045,275038
202008181031_,4040,4045,4035,4045,442454
202008181032_,4045,4045,4035,4040,204599
202008181033_,4040,4050,4035,4045,203830
202008181034_,4050,4050,4040,4045,379739
202008181035_,4045,4060,4045,4055,1144881
202008181036_,4055,4060,4055,4060,127930
202008181037_,4060,4070,4060,4070,792395
202008181038_,4070,4075,4060,4065,1183524
202008181039_,4060,4075,4060,4065,734078
202008181040_,4065,4075,4065,4070,413542
202008181041_,4070,4075,4065,4070,246038
202008181042_,4075,4080,4070,4070,782690
202008181043_,4070,4075,4060,4060,410179
202008181044_,4060,4065,4060,4060,470117
202008181045_,4065,4070,4060,4065,291451
202008181046_,4070,4070,4065,4065,169637
202008181047_,4065,4070,4060,4065,262248
202008181048_,4065,4065,4055,4060,510532
