Transaction time,opening,highest,lowest,current,amount
202011110900_,3745,3745,3735,3740,2836504
202011110901_,3740,3740,3710,3715,2374072
202011110902_,3715,3730,3710,3725,1810300
202011110903_,3730,3735,3720,3725,2329243
202011110904_,3725,3730,3720,3725,1551047
202011110905_,3730,3730,3720,3730,967089
202011110906_,3730,3730,3725,3725,615034
202011110907_,3725,3725,3715,3725,1310914
202011110908_,3725,3725,3715,3725,831595
202011110909_,3725,3730,3720,3730,804997
202011110910_,3730,3730,3720,3725,419285
202011110911_,3720,3725,3715,3720,1078382
202011110912_,3715,3725,3715,3720,621798
202011110913_,3720,3725,3715,3720,772726
202011110914_,3720,3720,3715,3720,594011
202011110915_,3720,3720,3710,3715,875486
202011110916_,3710,3715,3705,3710,1710984
202011110917_,3710,3715,3710,3715,639084
202011110918_,3715,3715,3705,3715,1031434
202011110919_,3710,3710,3705,3710,270911
202011110920_,3710,3715,3705,3710,724820
202011110921_,3710,3715,3705,3715,583422
202011110922_,3710,3715,3705,3710,452349
202011110923_,3710,3715,3705,3710,588239
202011110924_,3710,3715,3705,3715,477460
202011110925_,3715,3720,3710,3715,834585
202011110926_,3715,3720,3710,3720,217055
202011110927_,3715,3725,3715,3725,681899
202011110928_,3725,3725,3720,3725,225883
202011110929_,3725,3725,3715,3725,965637
202011110930_,3720,3725,3715,3720,1166269
202011110931_,3725,3730,3720,3725,1390982
202011110932_,3725,3725,3715,3720,905757
202011110933_,3720,3720,3710,3715,398176
202011110934_,3715,3715,3710,3710,618209
202011110935_,3710,3715,3705,3710,1157194
202011110936_,3710,3715,3705,3710,439013
202011110937_,3710,3710,3700,3700,4157583
202011110938_,3705,3705,3700,3705,338902
202011110939_,3705,3710,3700,3705,973527
202011110940_,3705,3705,3690,3695,1746619
202011110941_,3695,3695,3690,3695,433261
202011110942_,3695,3695,3685,3690,2743838
202011110943_,3685,3690,3685,3690,322740
202011110944_,3690,3695,3685,3690,1743411
202011110945_,3690,3690,3685,3685,241799
202011110946_,3685,3690,3685,3690,603761
202011110947_,3690,3695,3685,3695,713937
202011110948_,3695,3695,3690,3690,1031872
202011110949_,3690,3695,3685,3695,580320
202011110950_,3695,3695,3685,3690,427415
202011110951_,3690,3695,3685,3690,446817
202011110952_,3690,3695,3685,3695,248427
202011110953_,3695,3695,3685,3685,269789
202011110954_,3690,3695,3685,3695,979918
202011110955_,3695,3695,3690,3690,275128
202011110956_,3695,3695,3685,3690,556899
202011110957_,3690,3695,3685,3690,325789
202011110958_,3690,3690,3680,3685,1424974
202011110959_,3685,3690,3680,3685,435056
202011111000_,3690,3690,3680,3685,934757
202011111001_,3685,3690,3685,3690,1527612
202011111002_,3690,3695,3685,3695,548937
202011111003_,3695,3695,3690,3695,104313
202011111004_,3695,3695,3690,3695,101917
202011111005_,3695,3700,3690,3695,938996
202011111006_,3700,3705,3695,3705,515919
202011111007_,3700,3705,3700,3700,647117
202011111008_,3700,3710,3700,3710,748689
202011111009_,3710,3710,3695,3700,1070508
202011111010_,3700,3700,3690,3690,773242
202011111011_,3690,3695,3690,3695,433618
202011111012_,3690,3695,3685,3695,678205
202011111013_,3690,3695,3685,3685,1066530
202011111014_,3685,3685,3680,3680,122886
202011111015_,3685,3695,3680,3695,560216
202011111016_,3690,3695,3690,3690,365742
202011111017_,3690,3705,3690,3700,697944
202011111018_,3700,3700,3690,3690,471732
202011111019_,3690,3700,3690,3695,284863
202011111020_,3695,3705,3690,3700,275371
202011111021_,3700,3700,3695,3700,134762
202011111022_,3695,3705,3695,3700,792504
202011111023_,3700,3705,3695,3700,263698
202011111024_,3700,3705,3695,3695,206073
202011111025_,3695,3700,3690,3695,732610
202011111026_,3690,3700,3690,3695,166271
202011111027_,3695,3700,3690,3700,468630
202011111028_,3700,3705,3695,3700,74422
202011111029_,3700,3705,3695,3700,152037
202011111030_,3700,3705,3695,3700,238930
202011111031_,3700,3705,3695,3700,66981
202011111032_,3700,3705,3695,3695,362820
202011111033_,3695,3700,3690,3695,438030
202011111034_,3695,3700,3690,3695,200957
202011111035_,3695,3695,3685,3690,573751
202011111036_,3690,3695,3685,3685,407460
202011111037_,3690,3695,3685,3690,366389
202011111038_,3690,3695,3685,3690,302651
202011111039_,3690,3695,3685,3690,269781
202011111040_,3685,3690,3685,3690,121229
202011111041_,3690,3690,3685,3690,36519
202011111042_,3685,3690,3685,3690,1867261
202011111043_,3685,3690,3685,3690,62174
202011111044_,3690,3690,3680,3690,543053
202011111045_,3690,3695,3680,3685,647991
202011111046_,3685,3690,3680,3685,278391
202011111047_,3685,3685,3680,3680,69475
202011111048_,3685,3685,3680,3680,2688645
202011111049_,3685,3690,3680,3685,476713
202011111050_,3685,3685,3675,3680,644610
202011111051_,3680,3680,3675,3680,163657
202011111052_,3680,3680,3670,3675,1927938
202011111053_,3675,3680,3670,3675,543253
202011111054_,3675,3680,3670,3680,678160
202011111055_,3675,3680,3670,3680,257419
202011111056_,3675,3675,3670,3670,372547
202011111057_,3670,3675,3665,3670,2006801
202011111058_,3670,3675,3665,3665,806396
202011111059_,3665,3670,3665,3670,428216
202011111100_,3670,3670,3665,3670,266718
202011111101_,3670,3675,3665,3665,1672062
202011111102_,3670,3670,3665,3665,549307
202011111103_,3665,3670,3660,3665,376301
202011111104_,3665,3665,3660,3665,71144
202011111105_,3665,3670,3660,3665,850419
202011111106_,3665,3665,3660,3665,209287
202011111107_,3665,3665,3655,3660,1990097
202011111108_,3660,3665,3655,3660,545099
202011111109_,3660,3665,3655,3660,604852
202011111110_,3665,3665,3655,3665,468695
202011111111_,3660,3665,3660,3665,74065
202011111112_,3665,3665,3660,3665,212200
202011111113_,3665,3665,3660,3665,109703
202011111114_,3665,3670,3660,3670,505275
202011111115_,3665,3670,3660,3665,187589
202011111116_,3665,3670,3660,3670,349634
202011111117_,3670,3670,3660,3665,743662
202011111118_,3665,3665,3660,3665,466671
202011111119_,3665,3665,3660,3665,108939
202011111120_,3660,3665,3655,3665,1531929
202011111121_,3660,3665,3660,3665,804167
202011111122_,3665,3670,3660,3660,504865
202011111123_,3660,3665,3655,3660,959736
202011111124_,3655,3660,3655,3660,97202
202011111125_,3660,3660,3650,3650,1215975
202011111126_,3650,3660,3650,3655,1119346
202011111127_,3655,3660,3650,3655,710766
202011111128_,3655,3660,3650,3655,947660
202011111129_,3655,3660,3655,3655,77155
