Transaction time,opening,highest,lowest,current,amount
202001290900_,6080,6095,6075,6085,1375030
202001290901_,6090,6100,6085,6095,830523
202001290902_,6095,6110,6095,6105,287027
202001290903_,6100,6105,6085,6090,220163
202001290904_,6090,6095,6085,6090,247873
202001290905_,6090,6095,6085,6090,154643
202001290906_,6090,6105,6090,6095,281452
202001290907_,6090,6105,6090,6100,172707
202001290908_,6105,6105,6095,6100,108791
202001290909_,6100,6115,6100,6115,181788
202001290910_,6115,6120,6100,6100,214681
202001290911_,6100,6110,6095,6105,110402
202001290912_,6105,6110,6100,6105,91633
202001290913_,6095,6105,6095,6100,49441
202001290914_,6095,6100,6095,6100,58525
202001290915_,6100,6110,6095,6105,206237
202001290916_,6100,6105,6095,6095,123261
202001290917_,6095,6095,6085,6090,70846
202001290918_,6085,6100,6085,6090,59022
202001290919_,6095,6105,6095,6100,145460
202001290920_,6100,6110,6100,6100,90740
202001290921_,6100,6115,6100,6110,128110
202001290922_,6110,6120,6110,6115,192140
202001290923_,6115,6130,6115,6125,114252
202001290924_,6130,6140,6125,6140,419816
202001290925_,6140,6140,6130,6140,288009
202001290926_,6135,6155,6135,6150,272026
202001290927_,6155,6155,6145,6155,120733
202001290928_,6150,6160,6150,6160,95505
202001290929_,6160,6160,6150,6155,117186
202001290930_,6155,6155,6140,6140,223307
202001290931_,6145,6155,6145,6155,265289
202001290932_,6155,6155,6150,6150,61732
202001290933_,6150,6155,6145,6145,131341
202001290934_,6145,6150,6140,6145,96507
202001290935_,6140,6145,6140,6145,43946
202001290936_,6145,6145,6130,6135,126072
202001290937_,6130,6135,6125,6125,298083
202001290938_,6125,6135,6125,6135,116079
202001290939_,6135,6140,6130,6135,165724
202001290940_,6135,6140,6135,6135,35289
202001290941_,6140,6140,6135,6135,71438
202001290942_,6130,6135,6130,6130,111618
202001290943_,6130,6135,6130,6130,28868
202001290944_,6130,6135,6125,6135,64832
202001290945_,6135,6140,6130,6135,30254
202001290946_,6140,6140,6130,6140,61342
202001290947_,6140,6145,6135,6140,52330
202001290948_,6140,6145,6140,6140,16017
202001290949_,6140,6150,6140,6150,476419
202001290950_,6150,6155,6140,6145,127163
202001290951_,6145,6145,6135,6135,55942
202001290952_,6135,6135,6125,6130,43067
202001290953_,6125,6130,6125,6125,75025
202001290954_,6125,6130,6125,6130,169643
202001290955_,6125,6130,6125,6125,18488
202001290956_,6130,6135,6120,6125,225620
202001290957_,6125,6125,6115,6120,79024
202001290958_,6120,6120,6115,6120,34352
202001290959_,6120,6125,6120,6120,55075
202001291000_,6120,6120,6115,6115,102752
202001291001_,6115,6125,6115,6120,21276
202001291002_,6120,6130,6120,6120,23527
202001291003_,6125,6125,6115,6120,47825
202001291004_,6120,6125,6115,6115,42804
202001291005_,6120,6120,6110,6110,49229
202001291006_,6110,6115,6105,6105,191881
202001291007_,6105,6110,6105,6105,229571
202001291008_,6105,6115,6105,6110,135423
202001291009_,6115,6115,6110,6115,20137
202001291010_,6115,6115,6110,6110,5536
202001291011_,6110,6115,6105,6115,140024
202001291012_,6110,6115,6105,6110,24515
202001291013_,6110,6115,6105,6110,71292
202001291014_,6110,6110,6105,6105,167225
