Transaction time,opening,highest,lowest,current,amount
202009150900_,3930,3945,3930,3940,2331209
202009150901_,3945,3950,3930,3935,1275653
202009150902_,3935,3945,3930,3935,1090080
202009150903_,3935,3945,3935,3940,829741
202009150904_,3940,3950,3940,3945,474195
202009150905_,3945,3950,3940,3940,455272
202009150906_,3945,3945,3935,3940,1049947
202009150907_,3940,3940,3935,3935,743877
202009150908_,3935,3940,3930,3935,963049
202009150909_,3935,3940,3930,3940,309557
202009150910_,3940,3940,3935,3940,391308
202009150911_,3940,3945,3935,3940,416165
202009150912_,3940,3945,3935,3940,86388
202009150913_,3945,3950,3940,3945,610345
202009150914_,3945,3950,3940,3950,643019
202009150915_,3945,3950,3945,3950,417559
202009150916_,3950,3950,3945,3950,89467
202009150917_,3950,3950,3940,3945,463253
202009150918_,3945,3945,3935,3945,660908
202009150919_,3945,3950,3935,3950,711419
202009150920_,3945,3955,3940,3950,998157
202009150921_,3950,3955,3945,3950,525777
202009150922_,3955,3955,3950,3955,601402
202009150923_,3955,3965,3955,3960,610353
202009150924_,3960,3965,3955,3960,434610
202009150925_,3960,3965,3955,3960,993546
202009150926_,3960,3960,3955,3955,210886
202009150927_,3955,3960,3955,3955,290569
202009150928_,3955,3960,3955,3955,681309
202009150929_,3960,3965,3955,3960,305583
202009150930_,3960,3965,3955,3965,370834
202009150931_,3965,3965,3960,3960,425900
202009150932_,3960,3965,3955,3965,242865
202009150933_,3965,3970,3960,3970,858811
202009150934_,3970,3970,3960,3965,683482
202009150935_,3965,3965,3955,3960,594618
202009150936_,3960,3965,3955,3960,451581
202009150937_,3960,3965,3955,3965,108083
202009150938_,3965,3965,3960,3960,244494
202009150939_,3965,3965,3955,3960,370619
202009150940_,3960,3960,3950,3955,866183
202009150941_,3950,3960,3950,3950,297671
202009150942_,3950,3955,3950,3955,308363
202009150943_,3955,3955,3950,3955,52113
202009150944_,3955,3955,3945,3950,787605
202009150945_,3955,3955,3950,3950,111972
202009150946_,3955,3955,3950,3955,380145
202009150947_,3950,3950,3945,3950,174910
202009150948_,3950,3955,3945,3950,264164
202009150949_,3955,3955,3945,3950,232345
202009150950_,3950,3955,3945,3950,226899
202009150951_,3950,3955,3945,3955,146635
202009150952_,3950,3950,3940,3945,825651
202009150953_,3945,3945,3940,3940,362843
202009150954_,3940,3945,3940,3945,87970
202009150955_,3945,3950,3940,3950,395894
202009150956_,3945,3960,3945,3950,530097
202009150957_,3950,3960,3950,3955,162127
202009150958_,3955,3955,3950,3950,30589
202009150959_,3955,3955,3945,3950,133833
202009151000_,3950,3950,3945,3950,25887
202009151001_,3950,3950,3940,3945,698127
202009151002_,3945,3945,3940,3945,137241
202009151003_,3945,3955,3940,3955,488399
202009151004_,3955,3960,3950,3960,1165675
202009151005_,3960,3960,3955,3960,84030
202009151006_,3960,3960,3955,3955,79419
202009151007_,3955,3960,3955,3955,455674
202009151008_,3955,3965,3955,3965,752940
202009151009_,3965,3965,3960,3965,104764
202009151010_,3965,3965,3955,3955,219887
202009151011_,3960,3965,3955,3960,496579
202009151012_,3960,3960,3955,3955,243452
202009151013_,3955,3960,3955,3960,107445
202009151014_,3955,3965,3955,3965,452595
202009151015_,3965,3965,3955,3960,235817
202009151016_,3960,3960,3950,3955,210967
202009151017_,3955,3955,3950,3955,82907
202009151018_,3955,3955,3945,3950,774685
202009151019_,3950,3955,3945,3950,1648795
202009151020_,3955,3955,3950,3950,272288
202009151021_,3955,3955,3950,3955,22126
202009151022_,3955,3955,3945,3950,573330
202009151023_,3950,3950,3945,3950,76166
202009151024_,3950,3955,3945,3950,288249
202009151025_,3955,3960,3950,3955,121859
202009151026_,3950,3955,3950,3955,148068
202009151027_,3955,3960,3950,3960,309000
202009151028_,3955,3955,3950,3950,64876
202009151029_,3950,3960,3950,3955,217030
202009151030_,3960,3960,3955,3955,52491
202009151031_,3955,3955,3950,3950,617691
202009151032_,3950,3955,3950,3950,460765
202009151033_,3950,3950,3945,3950,144737
202009151034_,3955,3955,3950,3950,16288
202009151035_,3955,3955,3950,3950,17833
202009151036_,3950,3960,3950,3955,750611
202009151037_,3955,3960,3950,3955,147983
202009151038_,3950,3955,3950,3955,289735
202009151039_,3950,3955,3950,3950,312437
202009151040_,3955,3955,3945,3950,130963
202009151041_,3945,3950,3945,3950,65835
202009151042_,3950,3950,3945,3950,15337
202009151043_,3945,3950,3945,3945,1084248
202009151044_,3945,3945,3940,3940,55584
202009151045_,3945,3945,3940,3940,542746
202009151046_,3940,3945,3935,3935,586959
202009151047_,3935,3940,3935,3940,98087
202009151048_,3940,3940,3930,3935,1205069
202009151049_,3935,3940,3930,3935,755657
202009151050_,3935,3940,3930,3935,414433
202009151051_,3935,3940,3930,3940,348095
202009151052_,3940,3940,3930,3940,900385
202009151053_,3935,3940,3935,3940,30734
202009151054_,3940,3940,3935,3935,72192
202009151055_,3940,3940,3930,3935,532718
202009151056_,3935,3935,3930,3935,127393
202009151057_,3930,3935,3925,3930,1454108
202009151058_,3930,3935,3925,3935,422717
202009151059_,3930,3935,3930,3935,201413
202009151100_,3935,3935,3925,3930,374412
202009151101_,3930,3930,3920,3925,1138141
202009151102_,3925,3930,3925,3930,246431
202009151103_,3930,3930,3925,3930,79581
202009151104_,3930,3935,3925,3930,469567
202009151105_,3930,3930,3925,3925,53870
202009151106_,3925,3935,3925,3930,365890
202009151107_,3930,3935,3925,3930,110747
202009151108_,3925,3930,3925,3930,66608
202009151109_,3930,3930,3925,3930,17334
202009151110_,3930,3930,3925,3925,38665
202009151111_,3925,3930,3925,3930,25030
202009151112_,3930,3930,3925,3925,733070
202009151113_,3925,3930,3925,3925,110569
202009151114_,3925,3930,3925,3930,55193
202009151115_,3930,3930,3925,3925,366725
202009151116_,3930,3930,3920,3930,246580
202009151117_,3930,3930,3920,3925,349411
202009151118_,3920,3925,3920,3925,24515
202009151119_,3925,3925,3920,3920,219116
202009151120_,3925,3925,3920,3920,523572
202009151121_,3925,3925,3920,3925,74532
202009151122_,3925,3925,3915,3920,358823
202009151123_,3920,3920,3915,3915,84565
202009151124_,3915,3920,3915,3915,362696
202009151125_,3915,3920,3910,3915,1139951
202009151126_,3915,3920,3915,3920,37540
202009151127_,3920,3920,3915,3915,132431
202009151128_,3920,3920,3910,3915,250279
202009151129_,3915,3915,3910,3910,208689
202009151130_,3915,3915,3910,3910,136079
202009151131_,3915,3915,3905,3910,872188
202009151132_,3910,3915,3910,3915,274966
202009151133_,3915,3915,3910,3915,118511
202009151134_,3915,3915,3910,3910,222645
202009151135_,3915,3915,3910,3910,81993
202009151136_,3915,3915,3910,3910,74474
202009151137_,3915,3915,3910,3915,162666
202009151138_,3915,3915,3910,3915,108785
202009151139_,3915,3920,3910,3920,98246
202009151140_,3920,3920,3915,3915,279998
202009151141_,3915,3915,3910,3915,244008
202009151142_,3910,3915,3910,3915,58838
202009151143_,3910,3915,3910,3915,81066
202009151144_,3910,3915,3910,3915,179679
202009151145_,3920,3920,3910,3910,486600
202009151146_,3915,3920,3915,3920,27420
202009151147_,3920,3920,3915,3920,44921
202009151148_,3920,3920,3915,3920,54560
202009151149_,3920,3920,3915,3920,14239
202009151150_,3920,3925,3915,3920,345343
202009151151_,3920,3925,3915,3920,180868
202009151152_,3920,3920,3915,3920,66449
202009151153_,3920,3920,3915,3920,690563
202009151154_,3915,3920,3910,3915,383038
202009151155_,3920,3920,3910,3915,123148
202009151156_,3915,3920,3910,3915,52336
202009151157_,3910,3915,3910,3915,23446
202009151158_,3910,3915,3910,3915,474643
202009151159_,3915,3915,3910,3910,546682
202009151200_,3910,3915,3910,3910,205977
202009151201_,3915,3915,3905,3905,101282
202009151202_,3910,3910,3905,3910,95836
202009151203_,3910,3910,3905,3910,37218
202009151204_,3910,3910,3905,3905,142562
202009151205_,3910,3910,3905,3910,58984
202009151206_,3905,3910,3905,3910,87907
202009151207_,3910,3915,3910,3915,433758
202009151208_,3910,3915,3905,3910,279027
202009151209_,3910,3915,3910,3915,105542
202009151210_,3915,3920,3910,3915,375581
202009151211_,3915,3915,3910,3915,54495
202009151212_,3910,3915,3910,3915,29046
202009151213_,3915,3915,3910,3915,200195
202009151214_,3915,3920,3915,3915,117649
202009151215_,3915,3915,3910,3910,62625
202009151216_,3915,3920,3910,3920,98220
202009151217_,3920,3920,3910,3920,91519
202009151218_,3915,3920,3915,3920,25205
202009151219_,3920,3920,3915,3920,19759
202009151220_,3920,3920,3910,3915,127263
202009151221_,3915,3915,3910,3915,16288
202009151222_,3915,3915,3905,3910,606222
202009151223_,3910,3915,3910,3915,50095
202009151224_,3910,3915,3910,3915,246132
202009151225_,3915,3915,3910,3915,59781
202009151226_,3915,3915,3910,3915,51346
202009151227_,3915,3915,3905,3910,195783
202009151228_,3910,3910,3905,3910,24273
202009151229_,3910,3910,3905,3910,13070
202009151230_,3905,3910,3905,3910,11482
202009151231_,3910,3910,3905,3910,235196
202009151232_,3905,3910,3900,3910,1295255
202009151233_,3910,3910,3905,3905,26860
202009151234_,3905,3910,3905,3905,159410
202009151235_,3910,3910,3905,3905,86943
202009151236_,3905,3910,3905,3910,7638
