Transaction time,opening,highest,lowest,current,amount
202010150900_,4040,4050,4040,4045,1977761
202010150901_,4050,4060,4035,4050,2933545
202010150902_,4045,4055,4040,4045,946816
202010150903_,4050,4070,4045,4070,1921596
202010150904_,4065,4070,4050,4060,1003802
202010150905_,4060,4065,4055,4060,625064
202010150906_,4060,4070,4055,4065,1091957
202010150907_,4065,4070,4060,4065,685667
202010150908_,4065,4065,4055,4060,825114
202010150909_,4060,4065,4050,4055,1137162
202010150910_,4055,4065,4050,4060,805961
202010150911_,4055,4060,4050,4055,1654322
202010150912_,4055,4060,4050,4050,190840
202010150913_,4050,4055,4045,4050,847074
202010150914_,4050,4055,4045,4055,496459
202010150915_,4050,4065,4045,4060,1040291
202010150916_,4060,4065,4050,4055,1864488
202010150917_,4055,4060,4050,4060,286877
202010150918_,4055,4060,4045,4050,1119392
202010150919_,4050,4060,4045,4060,962464
202010150920_,4060,4065,4055,4060,1145014
202010150921_,4060,4065,4060,4060,148564
202010150922_,4060,4070,4060,4070,1465094
202010150923_,4065,4070,4060,4070,770989
202010150924_,4070,4080,4065,4075,1522624
202010150925_,4075,4080,4065,4070,696542
202010150926_,4070,4075,4065,4070,413388
202010150927_,4065,4070,4060,4065,647210
202010150928_,4070,4075,4065,4070,784704
202010150929_,4070,4075,4065,4075,486587
202010150930_,4075,4075,4065,4070,490686
202010150931_,4065,4080,4065,4075,1056081
202010150932_,4080,4085,4075,4085,685129
202010150933_,4085,4090,4080,4085,1298898
202010150934_,4085,4090,4075,4085,544184
202010150935_,4080,4090,4075,4075,969521
202010150936_,4075,4080,4070,4075,646204
202010150937_,4070,4080,4070,4080,570199
202010150938_,4080,4090,4075,4085,960564
202010150939_,4085,4095,4085,4090,1421307
202010150940_,4090,4100,4085,4090,1011195
202010150941_,4095,4100,4090,4095,1260412
202010150942_,4095,4100,4090,4095,2322597
202010150943_,4095,4100,4090,4095,512483
202010150944_,4100,4100,4095,4100,782663
202010150945_,4095,4105,4095,4105,546444
202010150946_,4105,4110,4100,4110,1258770
202010150947_,4110,4115,4105,4115,820587
202010150948_,4115,4120,4110,4120,875611
202010150949_,4120,4120,4115,4120,559558
202010150950_,4115,4125,4110,4110,1974558
202010150951_,4115,4115,4105,4105,1117671
202010150952_,4105,4115,4100,4105,1568321
202010150953_,4105,4110,4100,4110,572285
202010150954_,4110,4115,4105,4115,1565620
202010150955_,4110,4115,4105,4110,1481459
202010150956_,4110,4110,4105,4105,519070
202010150957_,4105,4110,4100,4100,485958
202010150958_,4105,4110,4100,4105,579683
202010150959_,4105,4110,4105,4105,675291
202010151000_,4110,4110,4100,4110,516251
202010151001_,4110,4120,4095,4095,1758581
202010151002_,4100,4100,4095,4095,530106
202010151003_,4095,4100,4090,4090,1214296
202010151004_,4090,4100,4090,4095,799474
202010151005_,4090,4100,4090,4095,754313
202010151006_,4095,4100,4085,4095,900696
202010151007_,4095,4095,4090,4090,63713
202010151008_,4095,4095,4090,4090,565867
202010151009_,4090,4090,4080,4080,988757
202010151010_,4080,4085,4075,4080,854145
202010151011_,4075,4080,4075,4080,214960
202010151012_,4080,4085,4075,4080,1321602
202010151013_,4080,4080,4075,4075,949607
202010151014_,4075,4080,4070,4070,329318
202010151015_,4070,4080,4070,4075,444741
202010151016_,4075,4080,4070,4070,364854
202010151017_,4070,4075,4065,4065,1098168
202010151018_,4070,4070,4065,4065,421852
202010151019_,4065,4070,4060,4060,714746
202010151020_,4060,4065,4060,4065,647339
202010151021_,4065,4065,4055,4060,1647773
202010151022_,4060,4075,4060,4070,1159052
202010151023_,4070,4085,4065,4080,1761530
202010151024_,4080,4085,4075,4080,789388
202010151025_,4075,4085,4075,4085,2193827
202010151026_,4085,4090,4080,4085,1478292
202010151027_,4085,4090,4080,4085,436949
202010151028_,4085,4090,4080,4090,858974
202010151029_,4085,4090,4080,4080,547013
202010151030_,4080,4090,4075,4090,995318
202010151031_,4090,4090,4075,4075,590535
202010151032_,4080,4085,4075,4080,655222
202010151033_,4085,4085,4075,4080,310871
202010151034_,4080,4080,4070,4080,215473
202010151035_,4075,4075,4070,4075,182508
202010151036_,4075,4085,4070,4080,529059
202010151037_,4080,4090,4075,4090,543667
202010151038_,4090,4090,4085,4090,163640
202010151039_,4090,4095,4085,4095,1392563
202010151040_,4095,4100,4090,4100,661840
202010151041_,4095,4100,4095,4095,167173
202010151042_,4100,4100,4095,4095,434800
202010151043_,4100,4100,4090,4095,363917
202010151044_,4100,4105,4095,4100,989958
202010151045_,4105,4110,4100,4105,871573
202010151046_,4105,4110,4100,4105,708910
202010151047_,4105,4110,4105,4105,82729
202010151048_,4110,4110,4100,4105,882314
202010151049_,4105,4110,4100,4105,526936
202010151050_,4105,4115,4105,4110,1033931
202010151051_,4110,4115,4105,4110,243368
202010151052_,4110,4115,4105,4105,465707
202010151053_,4105,4105,4100,4100,1153622
202010151054_,4100,4105,4100,4105,170047
202010151055_,4100,4105,4100,4100,504690
202010151056_,4105,4105,4100,4105,209220
202010151057_,4100,4105,4095,4095,140989
202010151058_,4095,4100,4090,4095,773593
202010151059_,4095,4095,4090,4090,189015
202010151100_,4090,4095,4090,4090,113931
202010151101_,4090,4095,4090,4095,171536
202010151102_,4095,4095,4090,4090,204333
202010151103_,4090,4095,4085,4090,265418
202010151104_,4090,4090,4085,4085,689792
202010151105_,4085,4090,4080,4085,424047
202010151106_,4085,4085,4080,4085,53652
202010151107_,4080,4085,4080,4080,131829
202010151108_,4080,4085,4075,4080,851224
202010151109_,4080,4080,4075,4075,176468
202010151110_,4075,4080,4075,4075,567971
202010151111_,4075,4080,4075,4080,1021950
202010151112_,4080,4085,4075,4080,575361
202010151113_,4075,4080,4070,4075,793688
202010151114_,4075,4075,4070,4075,87948
202010151115_,4075,4080,4070,4080,119272
202010151116_,4080,4080,4075,4080,52826
202010151117_,4080,4085,4075,4085,493586
202010151118_,4080,4085,4080,4085,799957
202010151119_,4085,4085,4080,4080,275732
202010151120_,4080,4090,4080,4090,272634
202010151121_,4090,4090,4085,4090,214074
202010151122_,4090,4090,4085,4085,644044
202010151123_,4085,4090,4080,4080,87231
202010151124_,4080,4085,4080,4080,94665
202010151125_,4080,4090,4080,4085,173013
202010151126_,4090,4090,4080,4080,112180
202010151127_,4080,4090,4080,4090,118271
202010151128_,4085,4090,4085,4085,15153
202010151129_,4090,4090,4085,4085,14124
202010151130_,4085,4090,4085,4085,96901
202010151131_,4085,4090,4080,4085,457579
202010151132_,4085,4085,4080,4085,35664
202010151133_,4085,4085,4080,4080,163859
202010151134_,4085,4090,4080,4090,106843
202010151135_,4090,4090,4080,4085,131008
202010151136_,4085,4085,4080,4080,455527
202010151137_,4080,4085,4080,4085,90034
202010151138_,4085,4085,4080,4080,18040
202010151139_,4085,4085,4080,4085,46580
202010151140_,4085,4090,4080,4085,96299
202010151141_,4085,4090,4085,4090,46152
202010151142_,4090,4090,4085,4090,915732
202010151143_,4085,4090,4085,4085,13841
202010151144_,4090,4090,4080,4085,323622
202010151145_,4085,4090,4080,4085,28252
202010151146_,4085,4085,4075,4080,586998
202010151147_,4080,4080,4075,4080,24404
202010151148_,4080,4080,4075,4075,129504
202010151149_,4075,4080,4075,4080,6402
202010151150_,4080,4085,4075,4080,171066
202010151151_,4080,4090,4080,4090,111412
202010151152_,4090,4095,4085,4095,417058
202010151153_,4095,4095,4090,4095,837456
202010151154_,4095,4095,4090,4095,39078
202010151155_,4095,4095,4090,4095,55199
202010151156_,4095,4095,4090,4095,569002
202010151157_,4090,4095,4090,4090,105878
202010151158_,4090,4100,4090,4100,367854
202010151159_,4100,4100,4095,4100,77716
202010151200_,4100,4100,4095,4100,76650
202010151201_,4100,4100,4090,4095,727267
202010151202_,4095,4100,4095,4100,65374
202010151203_,4100,4100,4095,4095,70955
202010151204_,4100,4100,4095,4095,41678
202010151205_,4095,4100,4095,4095,26808
202010151206_,4095,4100,4095,4100,242554
202010151207_,4100,4100,4090,4095,489474
202010151208_,4100,4100,4090,4095,96187
