Transaction time,opening,highest,lowest,current,amount
202006230900_,5245,5250,5230,5235,2635416
202006230901_,5235,5260,5220,5250,2917577
202006230902_,5255,5265,5225,5225,2018387
202006230903_,5230,5235,5220,5225,1926878
202006230904_,5220,5225,5210,5210,2720148
202006230905_,5215,5235,5205,5225,1784695
202006230906_,5225,5230,5215,5220,1617879
202006230907_,5215,5220,5205,5220,1181725
202006230908_,5220,5225,5200,5205,2337300
202006230909_,5205,5205,5180,5195,2303614
202006230910_,5195,5205,5185,5200,1056079
202006230911_,5200,5200,5185,5195,1006978
202006230912_,5190,5195,5185,5195,574309
202006230913_,5195,5200,5185,5195,1113079
202006230914_,5195,5200,5185,5200,717447
202006230915_,5200,5205,5190,5200,733492
202006230916_,5200,5205,5190,5200,634191
202006230917_,5200,5205,5195,5200,491637
202006230918_,5195,5200,5185,5190,1222922
202006230919_,5185,5190,5170,5180,2027966
202006230920_,5180,5185,5175,5180,820545
202006230921_,5185,5200,5180,5200,808231
202006230922_,5195,5205,5190,5195,978502
202006230923_,5195,5200,5180,5185,590440
202006230924_,5180,5195,5180,5190,639801
202006230925_,5190,5195,5180,5185,404675
202006230926_,5185,5190,5180,5185,806102
202006230927_,5185,5185,5170,5180,1021125
202006230928_,5180,5190,5180,5185,345737
202006230929_,5185,5195,5175,5180,818714
202006230930_,5180,5180,5170,5180,580775
202006230931_,5180,5190,5175,5190,641044
202006230932_,5190,5190,5175,5180,330835
202006230933_,5185,5195,5180,5185,456769
202006230934_,5185,5190,5180,5185,324440
202006230935_,5185,5200,5180,5200,668823
202006230936_,5200,5205,5190,5200,1002419
202006230937_,5200,5205,5195,5200,673859
202006230938_,5205,5215,5200,5205,833069
202006230939_,5205,5215,5205,5210,540432
202006230940_,5210,5220,5205,5210,791458
202006230941_,5210,5215,5195,5200,773773
202006230942_,5200,5200,5190,5195,538247
202006230943_,5195,5205,5190,5200,459740
202006230944_,5200,5200,5190,5195,217501
202006230945_,5200,5200,5190,5200,177462
202006230946_,5195,5195,5180,5190,782083
202006230947_,5185,5200,5185,5195,367200
202006230948_,5195,5205,5190,5205,304652
202006230949_,5200,5210,5195,5200,500220
202006230950_,5200,5200,5190,5195,546049
202006230951_,5195,5195,5190,5195,269177
202006230952_,5190,5205,5190,5205,515407
202006230953_,5205,5210,5200,5205,543462
202006230954_,5205,5210,5200,5205,178988
202006230955_,5205,5205,5195,5200,199513
202006230956_,5200,5220,5200,5210,1071023
202006230957_,5210,5215,5205,5210,199640
202006230958_,5210,5225,5210,5220,890786
202006230959_,5220,5220,5210,5215,237574
202006231000_,5220,5225,5205,5210,791834
202006231001_,5210,5220,5205,5215,267336
202006231002_,5215,5225,5210,5215,696852
202006231003_,5215,5215,5205,5215,297187
202006231004_,5215,5225,5210,5225,420336
