Transaction time,opening,highest,lowest,current,amount
202007230900_,4795,4820,4795,4815,2304358
202007230901_,4820,4840,4815,4835,2876386
202007230902_,4835,4850,4830,4840,2058133
202007230903_,4835,4850,4835,4840,1117001
202007230904_,4835,4850,4835,4850,1807636
202007230905_,4850,4850,4840,4845,638491
202007230906_,4850,4855,4845,4845,1063946
202007230907_,4850,4860,4845,4850,1035068
202007230908_,4855,4855,4840,4845,917490
202007230909_,4845,4845,4835,4835,764301
202007230910_,4840,4850,4840,4850,874664
202007230911_,4850,4855,4845,4850,865145
202007230912_,4850,4855,4845,4845,881217
202007230913_,4850,4855,4845,4850,785764
202007230914_,4850,4855,4845,4845,213866
202007230915_,4845,4850,4840,4845,812260
202007230916_,4845,4860,4845,4850,1856184
202007230917_,4850,4865,4850,4860,1518512
202007230918_,4860,4865,4855,4860,449175
202007230919_,4865,4865,4860,4860,1035340
202007230920_,4860,4865,4855,4865,289013
202007230921_,4860,4865,4855,4855,1025701
202007230922_,4855,4865,4855,4860,480034
202007230923_,4860,4865,4855,4860,446478
202007230924_,4860,4870,4860,4865,617028
202007230925_,4865,4875,4860,4875,769191
202007230926_,4875,4880,4870,4875,971485
202007230927_,4875,4880,4870,4875,141569
202007230928_,4875,4880,4875,4880,267667
202007230929_,4880,4880,4870,4875,1017087
202007230930_,4880,4885,4870,4870,923978
202007230931_,4870,4875,4865,4865,442644
202007230932_,4870,4870,4855,4860,672108
202007230933_,4860,4865,4855,4865,449357
202007230934_,4865,4865,4855,4860,272441
202007230935_,4860,4865,4860,4860,83336
202007230936_,4860,4865,4855,4865,430992
202007230937_,4860,4870,4860,4870,417666
202007230938_,4865,4875,4865,4870,532802
202007230939_,4870,4875,4865,4870,97791
202007230940_,4870,4870,4860,4860,191143
202007230941_,4860,4865,4855,4855,383365
202007230942_,4855,4860,4850,4855,518972
202007230943_,4855,4860,4850,4850,504050
202007230944_,4855,4860,4850,4860,299585
202007230945_,4860,4860,4855,4860,187902
202007230946_,4860,4865,4855,4860,630416
202007230947_,4865,4870,4860,4865,199366
202007230948_,4865,4875,4865,4870,926812
202007230949_,4875,4875,4865,4870,143580
202007230950_,4870,4870,4860,4860,267467
202007230951_,4860,4865,4860,4865,62763
202007230952_,4865,4865,4860,4865,92000
202007230953_,4865,4870,4860,4865,155859
202007230954_,4865,4875,4865,4875,537046
202007230955_,4870,4875,4865,4870,267661
202007230956_,4870,4875,4870,4870,90704
202007230957_,4875,4880,4870,4875,823637
202007230958_,4875,4875,4870,4870,148268
202007230959_,4870,4870,4865,4870,137408
202007231000_,4870,4880,4865,4875,233141
202007231001_,4875,4880,4870,4870,135910
202007231002_,4870,4880,4865,4875,564568
202007231003_,4870,4880,4870,4875,376272
202007231004_,4875,4880,4875,4875,252730
202007231005_,4875,4880,4870,4875,321348
202007231006_,4875,4880,4870,4875,123185
202007231007_,4875,4890,4875,4885,1336704
202007231008_,4885,4885,4870,4875,249871
202007231009_,4875,4875,4870,4870,193272
202007231010_,4870,4875,4865,4865,200311
202007231011_,4865,4870,4860,4865,278034
202007231012_,4870,4870,4860,4865,119549
202007231013_,4865,4870,4865,4865,35965
202007231014_,4870,4875,4870,4875,572012
202007231015_,4875,4880,4870,4880,109125
202007231016_,4880,4885,4875,4880,580958
202007231017_,4880,4885,4870,4870,154925
202007231018_,4875,4875,4865,4865,144296
202007231019_,4870,4875,4865,4875,267912
202007231020_,4875,4880,4875,4875,181989
202007231021_,4875,4885,4875,4885,1383614
202007231022_,4885,4895,4880,4890,1408099
202007231023_,4890,4890,4880,4880,248680
202007231024_,4880,4895,4880,4890,1344783
202007231025_,4890,4890,4885,4885,155836
202007231026_,4885,4895,4885,4890,472180
202007231027_,4890,4900,4890,4890,702297
202007231028_,4890,4895,4885,4890,436188
202007231029_,4890,4895,4885,4890,169754
202007231030_,4890,4890,4875,4880,462028
202007231031_,4880,4880,4870,4875,496013
202007231032_,4880,4880,4870,4875,144927
202007231033_,4875,4880,4870,4875,612068
202007231034_,4875,4880,4870,4875,313441
202007231035_,4875,4880,4870,4880,159914
202007231036_,4875,4880,4870,4875,123241
202007231037_,4875,4875,4865,4865,700934
202007231038_,4865,4865,4855,4860,1421480
202007231039_,4855,4865,4855,4860,303281
202007231040_,4860,4860,4855,4860,394420
202007231041_,4855,4860,4855,4860,109206
202007231042_,4860,4860,4855,4860,71141
202007231043_,4860,4860,4855,4860,519905
202007231044_,4860,4865,4855,4860,1146105
202007231045_,4855,4860,4850,4855,262045
202007231046_,4855,4865,4855,4860,410517
202007231047_,4860,4865,4855,4860,164528
202007231048_,4860,4860,4855,4860,68325
202007231049_,4860,4865,4855,4860,273080
202007231050_,4860,4865,4850,4850,520528
202007231051_,4850,4855,4845,4850,534265
202007231052_,4855,4855,4850,4855,55836
202007231053_,4850,4860,4850,4850,122119
202007231054_,4855,4860,4850,4855,31067
202007231055_,4855,4855,4850,4850,41798
202007231056_,4855,4860,4850,4860,248484
202007231057_,4855,4860,4855,4860,6566
202007231058_,4855,4860,4855,4855,293497
202007231059_,4855,4860,4855,4860,361530
202007231100_,4860,4870,4860,4865,274214
202007231101_,4870,4870,4860,4865,278676
202007231102_,4865,4865,4860,4860,181200
202007231103_,4860,4870,4860,4865,142072
202007231104_,4865,4870,4865,4870,491812
202007231105_,4870,4875,4865,4875,97509
202007231106_,4875,4875,4870,4870,65491
202007231107_,4870,4875,4865,4865,139021
202007231108_,4870,4870,4865,4865,261179
202007231109_,4870,4875,4865,4875,183928
202007231110_,4875,4875,4870,4875,18133
202007231111_,4875,4875,4870,4875,647346
202007231112_,4875,4875,4870,4875,95015
202007231113_,4875,4885,4875,4885,852769
202007231114_,4885,4885,4875,4880,109430
202007231115_,4880,4880,4875,4875,219289
202007231116_,4875,4880,4870,4875,241265
202007231117_,4870,4875,4870,4870,74139
202007231118_,4870,4875,4870,4870,259073
202007231119_,4870,4880,4870,4880,50763
202007231120_,4875,4890,4875,4890,603394
202007231121_,4890,4890,4880,4885,207867
202007231122_,4890,4895,4885,4890,782566
202007231123_,4895,4895,4885,4890,320959
202007231124_,4890,4895,4885,4895,281695
