Transaction time,opening,highest,lowest,current,amount
202002260900_,6700,6705,6680,6700,1907022
202002260901_,6700,6730,6700,6720,1337778
202002260902_,6720,6720,6670,6675,1754039
202002260903_,6675,6700,6670,6695,721705
202002260904_,6695,6700,6680,6680,559423
202002260905_,6685,6685,6665,6670,692206
202002260906_,6680,6680,6650,6660,490803
202002260907_,6655,6670,6655,6665,332111
202002260908_,6665,6665,6655,6665,240946
202002260909_,6665,6670,6655,6665,233663
202002260910_,6670,6685,6665,6685,559517
202002260911_,6685,6710,6680,6705,986056
202002260912_,6705,6705,6685,6685,456313
202002260913_,6685,6695,6675,6685,476295
202002260914_,6685,6695,6680,6690,154622
202002260915_,6690,6695,6680,6680,368273
202002260916_,6685,6700,6675,6700,264634
202002260917_,6700,6700,6685,6690,218426
202002260918_,6690,6695,6680,6690,173889
202002260919_,6690,6705,6685,6700,471032
202002260920_,6700,6710,6690,6695,379747
202002260921_,6695,6695,6675,6680,282162
202002260922_,6685,6690,6680,6685,112800
202002260923_,6685,6685,6665,6665,825192
202002260924_,6670,6680,6665,6675,111761
202002260925_,6675,6690,6670,6685,215217
202002260926_,6680,6685,6670,6675,81941
202002260927_,6680,6680,6660,6665,368360
202002260928_,6665,6670,6655,6655,128957
202002260929_,6655,6655,6640,6645,455022
202002260930_,6640,6660,6640,6650,326880
202002260931_,6645,6650,6630,6635,270106
202002260932_,6635,6640,6620,6620,405549
202002260933_,6625,6640,6620,6635,298348
202002260934_,6635,6635,6625,6625,112559
202002260935_,6630,6630,6615,6620,231704
202002260936_,6620,6625,6615,6615,362306
202002260937_,6615,6630,6615,6620,505994
202002260938_,6620,6635,6615,6630,189091
202002260939_,6635,6645,6630,6645,477179
202002260940_,6645,6650,6620,6625,313124
202002260941_,6625,6635,6620,6625,120480
202002260942_,6630,6630,6615,6620,135938
202002260943_,6615,6625,6615,6620,89334
202002260944_,6615,6625,6615,6615,60156
202002260945_,6620,6630,6615,6625,55157
202002260946_,6625,6625,6615,6620,165625
202002260947_,6620,6620,6595,6600,547336
202002260948_,6595,6605,6590,6595,361024
202002260949_,6595,6600,6590,6595,199276
202002260950_,6595,6600,6590,6595,238118
202002260951_,6595,6605,6590,6605,195721
202002260952_,6600,6615,6600,6605,342096
202002260953_,6605,6610,6600,6605,337017
202002260954_,6610,6620,6605,6610,166276
202002260955_,6610,6620,6600,6615,135677
202002260956_,6610,6630,6610,6625,147617
202002260957_,6625,6640,6620,6640,494372
202002260958_,6635,6650,6635,6645,209193
202002260959_,6650,6665,6645,6665,340946
202002261000_,6665,6670,6640,6645,451208
202002261001_,6640,6665,6640,6650,341252
202002261002_,6650,6675,6650,6670,490889
202002261003_,6670,6675,6655,6665,435896
202002261004_,6665,6675,6665,6675,199954
202002261005_,6675,6680,6655,6660,803206
202002261006_,6660,6665,6650,6650,287207
202002261007_,6650,6660,6650,6655,181313
202002261008_,6655,6655,6640,6640,148331
202002261009_,6640,6665,6640,6655,236627
202002261010_,6660,6665,6640,6645,118526
202002261011_,6645,6660,6645,6650,87379
202002261012_,6650,6665,6650,6660,127223
202002261013_,6665,6670,6660,6670,135683
202002261014_,6670,6670,6655,6655,214894
202002261015_,6655,6660,6640,6645,143696
202002261016_,6645,6650,6640,6645,103358
202002261017_,6645,6645,6630,6635,464898
202002261018_,6635,6645,6635,6645,270501
202002261019_,6645,6655,6640,6650,101772
202002261020_,6650,6655,6650,6655,43967
202002261021_,6650,6665,6650,6660,185827
202002261022_,6660,6660,6650,6650,63517
202002261023_,6650,6655,6645,6645,68281
202002261024_,6650,6655,6645,6655,70892
202002261025_,6655,6660,6650,6650,63893
202002261026_,6655,6660,6650,6660,183725
202002261027_,6665,6665,6655,6655,51045
202002261028_,6660,6670,6655,6670,208213
202002261029_,6670,6670,6660,6660,122273
202002261030_,6660,6660,6645,6655,192085
202002261031_,6655,6670,6655,6660,215756
202002261032_,6660,6665,6660,6665,63627
202002261033_,6660,6660,6650,6660,128147
202002261034_,6665,6665,6645,6650,139819
